date_time,latitude,longitude,depth,magnitude,location
26 February 2018 - 06:15 PM,13.33,121.52,022,2.2,024km N90° E of Naujan (Oriental Mindoro)
26 February 2018 - 05:39 PM,13.35,121.55,020,5.0,027km N85° E of Naujan (Oriental Mindoro)
26 February 2018 - 12:37 PM,13.91,120.53,170,2.2,014km N51° W of Calatagan (Batangas)
26 February 2018 - 09:54 AM,05.33,125.37,182,2.8,017km S45° W oF Sarangani (Davao Occidental)
26 February 2018 - 06:36 AM,10.20,123.71,032,3.0,005km S82° W of Naga (Cebu)
26 February 2018 - 06:20 AM,20.27,122.02,003,3.6,014km S39° E of Uyugan (Batanes)
26 February 2018 - 03:20 AM,08.73,126.61,026,3.2,035km S78° E of Marihatag (Surigao Del Sur)
26 February 2018 - 01:47 AM,17.80,120.89,032,2.2,006km N48° W of Tineg (Abra)
26 February 2018 - 12:16 AM,19.71,120.44,051,3.0,117km N67° W of Calayan (Cagayan)
25 February 2018 - 09:31 PM,13.75,123.86,028,2.4,009km S84° W of Caramoan (Camarines Sur)
25 February 2018 - 08:03 PM,07.01,126.74,017,2.7,031km S45° W of Manay (Davao Oriental)
25 February 2018 - 05:22 PM,10.04,126.14,013,3.0,008km N72° E of Burgos (SurigaoDel Norte)
25 February 2018 - 05:11 PM,06.54,126.26,026,2.3,023km S59° E of Governor Generoso (Davao Oriental)
25 February 2018 - 12:10 PM,05.60,126.06,024,3.5,058km S57° E of Jose Abad Santos (Davao Occidental)
25 February 2018 - 10:57 AM,08.80,126.29,029,2.0,029km N50° E of Lianga (Surigao Del Sur)
25 February 2018 - 10:53 AM,14.11,120.44,119,1.8,020km N82° W of Nasugbu (Batangas)
25 February 2018 - 07:00 AM,06.37,125.95,125,3.3,034km S24° W of Governor Generoso (Davao Oriental)
25 February 2018 - 06:13 AM,18.61,121.00,016,3.2,008km N87° W of Claveria (Cagayan)
25 February 2018 - 05:21 AM,08.54,126.82,001,3.5,057km N70° E of Hinatuan (Surigao Del Sur)
25 February 2018 - 05:17 AM,16.40,122.22,036,2.7,001km N69° E of Dilasag (Aurora)
25 February 2018 - 04:00 AM,15.01,121.46,019,2.7,033km N 32° W of General Nakar (Quezon)
24 February 2018 - 11:41 PM,13.96,120.53,001,2.8,016km S57° W of Lian (Batangas)
24 February 2018 - 11:05 PM,09.90,124.00,032,2.8,004km N 05° W of Catigbian (Bohol)
24 February 2018 - 08:23 PM,08.98,126.62,021,2.7,036km N 80° E of Cagwait (Surigao Del Sur)
24 February 2018 - 07:02 PM,19.71,120.34,032,5.4,128km N 68° W of Calayan (Cagayan)
24 February 2018 - 06:47 PM,06.03,126.74,034,2.0,101km S47° E of Governor Generoso (Davao Oriental)
24 February 2018 - 03:58 PM,05.84,126.59,039,3.1,103km S67° E of Don Marcelino (Davao Occidental)
24 February 2018 - 01:11 PM,13.80,120.48,064,2.4,017km S79° W of Calatagan (Batangas)
24 February 2018 - 12:00 PM,09.66,126.70,021,3.6,062km S77° E of General Luna (Surigao del Norte)
24 February 2018 - 10:51 AM,08.34,124.82,008,2.9,008km S87° E of Libona (Bukidnon)
24 February 2018 - 08:33 AM,13.73,120.61,149,3.2,012km S13° W of Calatagan (Batangas)
24 February 2018 - 02:52 AM,13.98,120.44,169,2.1,023km S62° W of Nasugbu (Batangas)
23 February 2018 - 08:43 PM,05.72,126.30,084,2.7,078 kmS76° E of Jose Abad Santos (Davao Occidental)
23 February 2018 - 08:34 PM,19.08,121.24,008,2.0,032 kmS46° W of Calayan (Cagayan)
23 February 2018 - 07:26 PM,07.74,126.36,088,3.0,011km S58° W of Cateel (Davao Oriental)
23 February 2018 - 06:05 PM,07.23,126.43,034,2.5,012km N81° E of Manay (Davao Oriental)
23 February 2018 - 05:07 PM,09.28,126.32,019,2.9,025km N32° E of Tandag (Surigao Del Sur)
23 February 2018 - 01:22 PM,09.21,126.91,019,3.1,074km N69° E of Bayabas (Surigao Del Sur)
23 February 2018 - 01:08 PM,10.00,126.16,041,2.0,011km N50° E of San Isidro (Surigao Del Norte)
23 February 2018 - 12:56 PM,05.37,125.82,165,2.4,039km S80° E of Sarangani (Davao Occidental)
23 February 2018 - 11:18 AM,09.37,122.30,032,2.4,030km S47° W of Hinoba-an (Negros Occidental)
23 February 2018 - 07:50 AM,04.64,126.64,001,2.4,157km S56° E of Sarangani (Davao Occidental)
23 February 2018 - 07:07 AM,16.82,120.58,077,1.8,015km N69° E of Santol (La Union)
23 February 2018 - 04:21 AM,13.89,120.71,017,1.9,010km N 54° E of Calatagan (Batangas)
23 February 2018 - 01:42 AM,07.97,127.34,103,1.7,101km N79° E of Cateel (Davao Oriental)
23 February 2018 - 01:41 AM,06.07,127.90,032,2.8,193km S56° E of Tarragona (Davao Oriental)
23 February 2018 - 01:18 AM,15.46,119.80,020,2.0,012km N75° W of Palauig (Zambales)
23 February 2018 - 01:10 AM,19.05,121.21,025,3.0,037km S 46° W of Calayan (Cagayan)
23 February 2018 - 01:10 AM,17.47,121.00,009,1.7,009km N 74° E of Daguioman (Abra)
23 February 2018 - 12:36 AM,12.34,125.80,047,2.2,035km N 61° E of San Policarpo (Eastern Samar)
22 February 2018 - 11:37 PM,13.96,120.41,022,1.7,028km N 59° W of Calatagan (Batangas)
22 February 2018 - 11:31 PM,09.49,122.61,012,2.3,014km S 60° E of Hinoba-an (Negros Occidental)
22 February 2018 - 09:26 PM,05.10,125.90,113,2.4,059km S 52° E of Sarangani (Davao Occidental)
22 February 2018 - 09:17 PM,13.12,124.04,036,2.1,009km N 01° W of Bacon (Sorsogon)
22 February 2018 - 07:35 PM,13.86,120.54,101,1.7,010km N 75° W of Calatagan (Batangas)
22 February 2018 - 04:19 PM,17.38,119.80,021,3.4,063km S 70° W of San Catalina (Ilocos Sur)
22 February 2018 - 12:50 PM,16.24,120.78,014,2.1,019km N63° W of Santa Fe (Nueva Vizcaya)
22 February 2018 - 12:11 PM,10.99,125.42,079,2.0,014km S14° E of Balangiga (Eastern Samar)
22 February 2018 - 11:25 AM,06.51,126.02,141,2.4,017km S22° W of Governor Generoso (Davao Oriental)
22 February 2018 - 09:01 AM,15.36,119.99,023,2.3,012km S 46° E of Palauig(Zambales)
22 February 2018 - 05:39 AM,13.53,122.85,001,2.7,021km N87° W of Pasacao(Camarines Sur)
22 February 2018 - 04:41 AM,06.55,126.91,015,3.4,075km S43° E of Tarragona(Davao Oriental)
22 February 2018 - 03:05 AM,14.38,123.40,001,3.2,045km N21° E of Siruma(Camarines Norte)
22 February 2018 - 01:57 AM,14.28,123.35,001,2.8,033km N20° E of Siruma (Camarines Sur)
22 February 2018 - 01:36 AM,06.72,124.91,033,2.1,009km S59° E of Datu Paglas(Maguindanao)
22 February 2018 - 12:57 AM,09.77,122.36,019,2.6,005km N74° W of Sipalay(Negros Occidental)
22 February 2018 - 12:10 AM,09.80,122.37,021,2.8,006km N43°W of Sipalay(Negros Occidental)
21 February 2018 - 10:54 PM,13.37,120.68,053,2.3,011km S34°W of Abra De Ilog(Occidental Mindoro)
21 February 2018 - 08:38 PM,15.19,122.34,029,2.3,052km N04°W of Jomalig(Quezon)
21 February 2018 - 08:19 PM,08.80,126.63,028,2.8,037km N89°E of Marihatag(Surigao Del Sur)
21 February 2018 - 08:08 PM,15.03,119.94,030,1.8,015km N85°W of San Narciso (Zambales)
21 February 2018 - 07:49 PM,15.47,121.27,001,2.2,015km N58°W of Dingalan (Aurora)
21 February 2018 - 07:03 PM,15.80,120.01,030,1.8,0012km S74°E of Infanta (Pangasinan)
21 February 2018 - 10:10 AM,14.76,119.56,022,2.2,061km S70°W of San Antonio (Zambales)
21 February 2018 - 09:30 AM,17.25,119.93,019,2.9,055km N84°W of Candon City (Ilocos Sur)
21 February 2018 - 09:20 AM,09.79,125.43,029,2.2,007km N 88°W of Surigao City (Surigao del Norte)
21 February 2018 - 08:12 AM,11.67,125.72,012,3.1,031 kmS72°E of San Julian (Eastern Samar)
21 February 2018 - 06:40 AM,19.72,121.62,028,2.3,051km N19°E of Calayan (Cagayan)
21 February 2018 - 06:25 AM,08.89,125.70,001,2.8,008km N05°W of Sibagat (Agusan del Sur)
21 February 2018 - 03:14 AM,14.81,119.33,026,2.1,083km S79°W of San Antonio (Zambales)
20 February 2018 - 10:26 PM,10.09,122.32,011,2.3,036km N69°W of Cauayan (Negros Occidental)
20 February 2018 - 09:43 PM,15.81,121.05,009,3.1,007km N72°E of San Jose City (Nueva Ecija)
20 February 2018 - 07:19 PM,10.31,126.11,007,3.2,033km N07°E of Burgos (Surigao del Norte)
20 February 2018 - 04:14 PM,06.43,126.22,036,2.9,029km S 33°E of Governor Generoso (Davao Oriental)
20 February 2018 - 03:38 PM,13.00,121.38,003,2.9,010km N73°W of Gloria (Oriental Mindoro)
20 February 2018 - 03:31 PM,12.96,121.36,001,3.0,012km S24°W of Socorro (Oriental Mindoro)
20 February 2018 - 03:23 PM,06.48,126.23,024,3.6,025km S 42°E of Governor Generoso (Davao Oriental)
20 February 2018 - 09:11 AM,13.57,122.86,001,2.2,021km N 75°W of Pasacao (Camarines Sur)
20 February 2018 - 08:37 AM,05.64,126.67,026,2.9,120km S 77°E of Jose Abad Santos (Davao Occidental)
20 February 2018 - 07:59 AM,13.50,120.66,003,2.5,010km N51°W of Abra De Ilog (Occidental Mindoro)
20 February 2018 - 06:22 AM,16.67,119.96,044,2.3,032km N 13°E of Bolinao (Pangasinan)
20 February 2018 - 04:48 AM,06.03,126.97,165,3.9,120km S 55°E of Governor Generoso (Davao Oriental)
19 February 2018 - 11:42 PM,05.29,127.50,127,3.0,218km S46°E of Governor Generoso (Davao Oriental)
19 February 2018 - 09:02 PM,18.99,121.24,015,2.7,041km S36°W of Calayan (Cagayan)
19 February 2018 - 08:02 PM,08.15,124.62,008,2.4,013km S01°W of Talakag (Bukidnon)
19 February 2018 - 07:26 PM,19.62,121.18,006,2.1,048km N 39°W of Calayan (Cagayan) 
19 February 2018 - 05:39 PM,13.72,119.77,001,2.3,041km S 68°W of Lubang (Occidental Mindoro)
19 February 2018 - 12:23 PM,15.95,120.02,027,2.1,016km S31°W of Sual (Pangasinan)
19 February 2018 - 09:53 AM,06.89,125.09,006,2.8,013km S01°E of Kidapawan City
19 February 2018 - 09:52 AM,06.91,125.05,008,2.1,012km S 23°W of Kidapawan (North Cotabato)
19 February 2018 - 09:18 AM,13.15,124.18,015,2.4,007km S 54° E of Rapu-rapu(Albay)
19 February 2018 - 04:24 AM,12.86,125.14,007,3.9,037km N 25 E of Laoang (Northern Samar)
19 February 2018 - 12:18 AM,09.73,125.89,071,3.3,018km S 30° W of Del Carmen (Surigao Del Norte)
18 February 2018 - 10:24 PM,05.70,126.62,064,3.5,113km S 79° E of Jose Abad Santos (Davao Occidental)
18 February 2018 - 09:46 PM,05.92,126.48,176,2.8,110km S 60° E of Malita (Davao Occidental)
18 February 2018 - 04:35 PM,09.00,126.15,028,3.3,011km S 30° W of Tandag City (Surigao del Sur)
18 February 2018 - 04:31 PM,12.34,125.84,026,2.7,040km N 64° E of San Policarpo (Eastern Samar)
18 February 2018 - 09:43 AM,13.67,120.78,134,1.9,010km N 84° W of Tingloy (Batangas)
18 February 2018 - 07:16 AM,06.08,125.13,011,2.8,028km N 29° E of Maasim (Sarangani)
18 February 2018 - 06:38 AM,14.18,123.55,019,2.7,036km N 28° W of Garchitorena (Camarines Sur)
18 February 2018 - 04:40 AM,06.07,125.35,055,3.1,014km N 33° E of Malapatan (Sarangani)
18 February 2018 - 04:01 AM,11.30,124.59,006,2.7,006km N 85° W of Capoocan (Leyte)
18 February 2018 - 03:41 AM,11.31,124.60,005,3.0,005km N 75° W of Capoocan (Leyte)
18 February 2018 - 03:09 AM,16.61,120.53,002,2.0,003km N 09° E of Kapangan (Benguet)
17 February 2018 - 10:15 PM,13.96,120.38,058,2.3,029km N 27° E of Looc (Occidental Mindoro)
17 February 2018 - 09:28 PM,09.94,123.09,032,1.7,009km N 83° W of Tayasan (Negros Oriental)
17 February 2018 - 07:38 PM,15.53,120.29,034,1.9,015km S 43° W of Mayantoc (Tarlac)
17 February 2018 - 06:28 PM,10.84,126.80,019,2.9,120km S 80° E of Guiuan (Eastern Samar)
17 February 2018 - 01:57 PM,09.70,122.52,024,1.7,016km N 08° E of Hinoba-an (Negros Occidental)
17 February 2018 - 12:13 PM,13.83,120.05,006,2.2,009km S 70° W of Lubang (Occidental Mindoro)
17 February 2018 - 11:55 AM,15.27,120.02,024,1.9,002km S 00 of Botolan (Zambales)
17 February 2018 - 08:29 AM,14.03,124.50,008,2.3,025km N 68° E of Bagamanoc (Catanduanes)
17 February 2018 - 03:12 AM,05.12,126.09,025,3.4,077km S 63° E of Sarangani (Davao Occidental)
17 February 2018 - 01:56 AM,06.99,126.70,106,3.0,029km S 79° E of Tarragona (Davao Oriental)
17 February 2018 - 01:18 AM,18.08,120.23,035,2.3,027km N 75° W of Currimao (Ilocos Norte)
16 February 2018 - 11:59 PM,14.52,119.23,017,2.3,104km S 63° W of San Antonio (Zambales)
16 February 2018 - 11:54 PM,16.96,120.62,019,2.4,011km S 23° E of Sigay (Ilocos Sur)
16 February 2018 - 11:47 PM,19.01,120.93,023,3.1,048km N 19° W of Claveria (Cagayan)
16 February 2018 - 11:44 PM,06.61,126.26,012,2.6,021km S 78° E of Governor Generoso (Davao Oriental)
16 February 2018 - 06:34 PM,09.90,125.42,001,2.8,014km N 02° W of San Francisco (Anao-aon) (Surigao Del Norte)
16 February 2018 - 06:26 PM,09.92,126.17,024,2.6,010km N 49° E of Pilar (Surigao Del Norte)
16 February 2018 - 03:56 PM,13.40,120.29,009,2.0,036km S 06° E of Looc (Occidental Mindoro)
16 February 2018 - 03:40 PM,13.93,120.82,033,2.1,000km S 44° E of Calaca (Batangas)
16 February 2018 - 08:56 AM,08.48,126.60,015,2.8,031km N 66° E of Hinatuan (Surigao del Sur)
16 February 2018 - 08:01 AM,09.85,126.16,011,2.5,007km S 79° E of Pilar (Surigao Del Norte)
16 February 2018 - 07:54 AM,06.46,125.93,139,2.5,026km S 38° W of Governor Generoso (Davao Oriental)
16 February 2018 - 05:46 AM,05.73,126.22,072,2.4,069km S 76° E of Jose Abad Santos (Davao Occidental)
16 February 2018 - 05:34 AM,17.73,119.88,008,2.7,053km N 72° W of Santa Catalina (Ilocos Sur)
16 February 2018 - 04:52 AM,05.84,126.10,075,2.0,053km S 85° E of Jose Abad Santos (Davao Occidental)
16 February 2018 - 04:08 AM,10.08,121.98,001,3.3,040km S 08° E of Anini-y (Antique)
16 February 2018 - 03:14 AM,09.71,124.45,011,2.0,005km N 85° E of Guindulman (Bohol)
16 February 2018 - 01:53 AM,19.38,121.08,013,2.0,042km N 75° W of Calayan (Cagayan)
16 February 2018 - 01:16 AM,10.30,122.21,014,2.3,035km S 65° E of Anini-y (Antique)
16 February 2018 - 01:10 AM,17.17,122.09,024,2.4,022km N 82° E of Ilagan (Isabela)
16 February 2018 - 12:03 AM,15.84,120.71,013,2.7,008km N 36° E of Cuyapo (Nueva Ecija)
15 February 2018 - 11:43 PM,15.48,119.48,008,3.4,046km N 84° W of Palauig (Zambales)
15 February 2018 - 11:24 PM,11.78,124.25,001,2.3,015km N 46° W of Kawayan (Biliran)
15 February 2018 - 10:30 PM,15.79,120.55,027,2.2,006km S 78° W of San Manuel (Tarlac)
15 February 2018 - 07:08 PM,13.55,120.67,096,2.1,013km N 31° W of Abra de Ilog (Occidental Mindoro)
15 February 2018 - 06:19 PM,11.51,124.45,030,2.2,006km N 28° W of Biliran(Biliran)
15 February 2018 - 02:20 PM,13.80,118.56,042,2.2,169km S 88° W of Lubang(Occidental Mindoro)
15 February 2018 - 12:14 PM,06.62,125.96,043,2.7,013km S 76° W of Governor Generoso(Davao Oriental)
15 February 2018 - 10:56 AM,07.68,124.77,001,2.0,005km N 29° E of Wao(Lanao del Sur)
14 February 2018 - 04:04 AM,09.84,126.39,011,4.0,027km N 77° E of General Luna (Surigao del Norte)
14 February 2018 - 01:48 AM,12.79,121.07,069,1.7,027km N 29° E of Calintaan (Occidental Mindoro)
14 February 2018 - 01:33 AM,10.08,126.12,029,2.6,008km N 38° E of Burgos (Surigao del Norte)
14 February 2018 - 01:14 AM,13.64,120.53,033,1.9,026km N 14° E of Paluan (Occidental Mindoro)
14 February 2018 - 11:03 PM,19.07,121.12,006,2.4,044km S 57° W of Calayan (Cagayan)
14 February 2018 - 10:04 PM,05.10,125.29,033,2.3,042km S 29° W of Sarangani (Davao Occidental)
14 February 2018 - 09:15 PM,09.95,126.21,015,2.9,017km S 64° E of Burgos (Surigao del Norte)
14 February 2018 - 06:46 PM,09.56,122.52,028,2.6,003km N 83° E of Hinoba-an (Negros Occidental)
14 February 2018 - 06:04 PM,07.03,125.75,007,2.0,007km S 38° E of Samal (Davao Del Norte)
14 February 2018 - 05:29 PM,10.10,122.02,002,2.9,038km S 15° E of Anini-y (Antique)
14 February 2018 - 03:31 PM,06.68,124.33,011,2.0,020km N 35° E of Sen. Ninoy Aquino (Sultan Kudarat)
14 February 2018 - 01:46 PM,05.80,125.64,196,2.3,010km S 16° E of Jose Abad Santos(Davao Occidental)
14 February 2018 - 01:04 PM,10.42,125.25,001,3.4,007km N 70° E of Hinunangan(Southern Leyte)
14 February 2018 - 09:59 AM,05.92,125.96,045,2.8,038km N 85° E of Jose Abad Santos (Davao Occidental)
14 February 2018 - 02:53 AM,05.02,125.00,080,3.4,069km S 49° W of Sarangani (Davao Occidental)
14 February 2018 - 01:00 AM,11.27,124.55,008,4.3,009km N 11° W of Kananga (Leyte)
13 February 2018 - 11:27 PM,17.28,119.95,001,4.1,054km S 52° W of Santa Catalina (Ilocos Sur)
13 February 2018 - 10:23 PM,14.91,118.98,034,2.0,115km S 59° W of Palauig (Zambales)
13 February 2018 - 07:00 PM,03.28,126.49,081,4.0,264km S 25° E of Sarangani (Davao Occidental)
13 February 2018 - 05:58 PM,10.96,124.74,003,3.7,007km N 45° E of Albuera (Leyte)
13 February 2018 - 04:48 PM,11.70,125.37,051,2.8,013km N 32° W of Borongan (Eastern Samar)
13 February 2018 - 04:40 PM,15.33,119.88,024,1.9,010km S 89° W of Iba (Zambales)
13 February 2018 - 04:14 PM,14.83,123.32,003,2.9,084km N 44° E of Paracale (Camarines Norte)
13 February 2018 - 04:10 PM,05.77,125.64,190,2.5,013km S 11° E of Jose Abad Santos (Davao Occidental)
13 February 2018 - 03:35 PM,13.62,121.59,029,2.0,032km S 42° E of San Juan (Batangas)
13 February 2018 - 03:09 PM,14.55,122.13,020,2.3,026km S 21° W of Patnanungan (Quezon)
13 February 2018 - 02:25 PM,11.66,124.32,010,2.6,004km S 54° W of Kawayan (Biliran)
13 February 2018 - 09:18 AM,06.47,124.05,096,2.0,012km S 02° W of Kalamansig (Sultan Kudarat)
13 February 2018 - 07:23 AM,16.66,120.31,004,2.3,008km S 32° W of San Fernando(La Union)
13 February 2018 - 06:27 AM,17.47,120.86,008,3.0,002km N 03° E of Bucloc (Abra)
13 February 2018 - 03:16 AM,17.75,122.28,008,2.4,046km N 03° W of Divilacan (Isabela)
13 February 2018 - 02:14 AM,14.57,121.71,018,2.3,016km S ° E of Real(Quezon)
12 February 2018 - 11:55 PM,18.04,122.26,035,2.3,038km S 49° E of Gonzaga(Cagayan)
12 February 2018 - 07:36 PM,07.96,127.03,001,1.7,066km N 51° E of Baganga (Davao Oriental)
12 February 2018 - 05:40 PM,05.80,126.74,123,2.4,119km S 38° E of Governor Generoso (Davao Oriental)
12 February 2018 - 05:06 PM,06.31,126.78,087,2.4,087km S 64° E of Governor Generoso (Davao Oriental)
12 February 2018 - 09:01 AM,14.08,120.49,121,2.0,014km S 89° W of Nasugbu (Batangas)
12 February 2018 - 06:54 AM,16.83,120.33,016,2.4,006km S 58° W of Luna (La Union)
12 February 2018 - 06:37 AM,11.36,124.54,018,2.6,006km S 76° E of Leyte (Leyte)
12 February 2018 - 03:57 AM,03.19,126.60,075,3.5,278km S 27° E of Sarangani (Davao Occidental)
12 February 2018 - 12:44 AM,03.56,126.82,010,3.5,253km S 36° E of Sarangani (Davao Occidental)
11 February 2018 - 11:23 PM,07.82,126.49,140,2.6,005km N 56° E of Cateel (Davao Oriental)
11 February 2018 - 07:37 PM,13.81,120.86,033,2.0,010km N 53° W of Mabini (Batangas)
11 February 2018 - 06:57 PM,13.94,120.52,005,2.0,017km N 45° W of Calatagan (Batangas)
11 February 2018 - 08:56 AM,16.11,120.01,029,2.8,006km S 28° E of AlaminosCity (Pangasinan)
11 February 2018 - 08:42 AM,13.53,120.11,024,2.7,026km S 34° W of Looc(Occidental Mindoro)
11 February 2018 - 05:21 AM,06.38,126.84,089,2.6,086km S 31° E of Tarragona (Davao Oriental)
11 February 2018 - 05:04 AM,13.04,120.65,020,2.1,009km S 62° W of Santa Cruz (Occidental Mindoro)
11 February 2018 - 03:53 AM,04.54,125.13,007,3.4,106km S 21° W of Sarangani (Davao Occidental)
11 February 2018 - 03:01 AM,04.39,123.11,580,4.1,235km S 31° W of Palimbang(Sultan Kudarat)
11 February 2018 - 01:58 AM,13.72,124.63,018,2.9,029km N 76° E of Baras (Catanduanes)
11 February 2018 - 12:46 AM,13.57,120.41,003,3.0,019km N 18° W of Paluan (Occidental Mindoro)
10 February 2018 - 11:08 PM,09.17,126.51,022,2.6,037km S 71° E of Cortes (Surigao Del Sur)
10 February 2018 - 10:44 PM,05.73,127.32,015,2.4,175km S 34° E of Tarragona (Davao Oriental)
10 February 2018 - 08:26 PM,13.02,124.60,007,2.7,045km S 86° E of Prieto Diaz (Sorsogon)
10 February 2018 - 05:50 PM,09.20,126.65,014,3.3,048km N 59° E of Bayabas (Surigao Del Sur)
10 February 2018 - 01:12 PM,04.80,125.45,031,3.7,070km S 02° W of Sarangani (Davao Occidental)
10 February 2018 - 09:48 AM,12.73,123.33,011,2.3,020km S 26° E of Claveria (Masbate)
10 February 2018 - 07:26 AM,12.20,124.57,019,2.4,034km S 12° W of Catarman (Northern Samar)
10 February 2018 - 06:09 AM,13.72,121.03,032,2.1,010km S 70° E of Mabini (Batangas)
10 February 2018 - 06:09 AM,13.49,120.38,003,1.8,012km N 48° W of Paluan (Occidental Mindoro)
10 February 2018 - 06:00 AM,15.28,122.06,017,2.1,048km N 36° E of Panukulan (Quezon)
10 February 2018 - 05:44 AM,08.53,127.06,001,3.9,082km N 77° E of Hinatuan (Surigao del Sur)
10 February 2018 - 05:25 AM,16.24,120.06,030,2.5,013km S 66° E of Anda (Pangasinan)
10 February 2018 - 04:42 AM,05.91,125.70,145,2.0,010km N 73° E of Jose Abad Santos (Davao Occidental)
10 February 2018 - 04:14 AM,06.55,124.52,023,2.0,011km S 41° W of Isulan (Sultan Kudarat)
10 February 2018 - 03:57 AM,11.02,124.69,002,2.4,024km S 58° W of Pastrana (Leyte)
10 February 2018 - 03:45 AM,11.26,124.62,001,2.2,004km S 33° W of Capoocan (Leyte)
10 February 2018 - 03:00 AM,06.72,127.40,001,2.8,111km S 71° E of Tarragona (Davao Oriental)
10 February 2018 - 02:00 AM,13.44,120.27,008,3.2,021km N 83° W of Paluan (Occidental Mindoro)
10 February 2018 - 12:52 AM,13.60,120.59,126,3.2,023km N 43° W of Abra De Ilog (Occidental Mindoro)
09 February 2018 - 09:15 PM,06.27,124.55,020,2.0,011km N 56° E of Maitum (Sarangani)
09 February 2018 - 09:09 PM,06.37,125.18,002,1.7,014km N 36° W of Malungon (Sarangani)
09 February 2018 - 07:53 PM,07.82,122.07,025,2.6,014km N 23° W of Siocon (Zamboanga del Norte)
09 February 2018 - 07:12 PM,17.36,120.32,022,2.0,013km N 77° W of San Esteban (Ilocos Sur)
09 February 2018 - 07:06 PM,09.81,123.36,034,1.8,008km S 26° W of Badian (Cebu)
09 February 2018 - 06:05 PM,13.78,120.77,122,1.9,015km S 69° E of Calatagan (Batangas)
09 February 2018 - 04:17 PM,05.58,126.80,036,2.8,136km S 76° E of Jose Abad Santos (Davao Occidental)
09 February 2018 - 02:54 PM,13.84,120.52,102,4.2,013km N 87° W of Calatagan (Batangas)
09 February 2018 - 09:25 AM,13.85,120.57,003,1.8,007km N 76° W of Calatagan (Batangas)
09 February 2018 - 07:42 AM,06.16,123.95,026,2.6,028km S 76° W of Palimbang (Sultan Kudarat)
09 February 2018 - 01:34 AM,07.13,123.66,030,2.3,045km S 37° E of Tabina (Zamboanga del Sur)
09 February 2018 - 01:07 AM,13.37,120.25,004,2.4,024km S 77° W of Paluan (Occidental Mindoro)
09 February 2018 - 12:26 AM,13.12,124.27,001,3.1,011km N 49° E of Prieto Diaz (Sorsogon)
