date_time,latitude,longitude,depth,magnitude,location
29 July 2023 - 04:34 AM,10.65,126.01,025,2.5,033km S 72° E of Homonhon Island (Guiuan) (Eastern Samar)
29 July 2023 - 04:21 AM,10.11,125.80,024,1.7,023km N 76° E of Basilisa (Dinagat Islands)
29 July 2023 - 04:06 AM,16.11,121.98,017,1.4,004km S 31° E of Dinalungan (Aurora)
29 July 2023 - 03:17 AM,17.87,120.61,001,2.2,007km S 53° W of Nueva Era (Ilocos Norte)
29 July 2023 - 03:07 AM,09.41,125.53,031,2.7,008km S 44° W of Alegria (Surigao Del Norte)
29 July 2023 - 02:39 AM,16.65,119.63,020,2.1,040km N 43° W of Bolinao (Pangasinan)
29 July 2023 - 02:00 AM,09.47,125.57,010,3.9,001km N 45° W of Alegria (Surigao Del Norte)
29 July 2023 - 01:58 AM,11.91,124.07,005,2.8,004km N 34° E of Pio V. Corpus (Masbate)
29 July 2023 - 01:11 AM,19.88,121.87,014,3.4,041km N 06° W of Babuyan Island (Calayan) (Cagayan)
29 July 2023 - 01:03 AM,09.37,125.61,007,3.0,009km S 19° E of Kitcharao (Agusan Del Norte)
29 July 2023 - 12:49 AM,09.47,125.53,003,4.5,005km N 82° W of Alegria (Surigao Del Norte)
29 July 2023 - 12:25 AM,17.56,122.37,031,2.2,024km N 36° E of Maconacon (Isabela)
29 July 2023 - 12:22 AM,17.58,122.41,044,2.5,027km N 40° E of Maconacon (Isabela)
29 July 2023 - 12:17 AM,09.93,125.95,008,3.4,007km N 19° W of Del Carmen (Surigao Del Norte)
29 July 2023 - 12:04 AM,05.19,126.11,125,3.0,077km S 66° E of Sarangani Island (Municipality Of Sarangani) (Davao Occidental)
28 July 2023 - 11:59 PM,06.45,126.20,043,3.1,027km S 32° E of Governor Generoso (Davao Oriental)
28 July 2023 - 09:58 PM,02.54,125.67,186,4.3,319km S 05° E of Balut Island (Municipality Of Sarangani) (Davao Occidental)
28 July 2023 - 09:21 PM,07.50,124.37,007,2.2,002km S 06° E of Buldon (Maguindanao Del Norte)
28 July 2023 - 08:46 PM,18.54,120.72,012,3.7,009km N 77° W of Dumalneg (Ilocos Norte)
28 July 2023 - 05:59 PM,11.78,125.31,024,2.0,016km N 77° W of San Julian (Eastern Samar)
28 July 2023 - 04:41 PM,17.70,121.20,033,1.4,016km S 52° W of Conner (Apayao)
28 July 2023 - 03:22 PM,12.39,123.80,013,2.3,004km S 23° E of Batuan (Masbate)
28 July 2023 - 11:49 AM,08.64,126.97,001,2.2,076km N 66° E of Hinatuan (Surigao Del Sur)
28 July 2023 - 09:12 AM,11.26,122.01,031,1.6,008km N 27° W of Barbaza (Antique)
28 July 2023 - 08:22 AM,07.25,121.89,024,2.2,020km S 77° W of Sibuco (Zamboanga Del Norte)
28 July 2023 - 08:13 AM,13.99,120.06,006,2.0,016km N 25° W of Lubang (Occidental Mindoro)
28 July 2023 - 07:41 AM,09.78,126.26,015,2.6,011km S 86° E of General Luna (Surigao Del Norte)
28 July 2023 - 06:36 AM,19.10,120.98,009,2.7,024km S 88° W of Dalupiri Island (Calayan) (Cagayan)
28 July 2023 - 05:47 AM,16.02,120.34,087,2.5,002km N 46° W of Calasiao (Pangasinan)
28 July 2023 - 05:22 AM,07.94,126.57,088,3.0,040km N 01° E of Baganga (Davao Oriental)
28 July 2023 - 04:01 AM,12.32,123.79,007,2.4,011km S 07° E of Batuan (Masbate)
28 July 2023 - 03:47 AM,10.24,126.07,013,2.5,024km N 01° W of Burgos (Surigao Del Norte)
28 July 2023 - 02:49 AM,09.37,125.98,018,2.0,004km N 80° E of Carrascal (Surigao Del Sur)
28 July 2023 - 01:13 AM,14.43,123.06,017,1.7,013km S 65° E of Tinaga Island (Vinzons) (Camarines Norte)
28 July 2023 - 12:57 AM,14.47,123.08,001,4.2,014km S 86° E of Tinaga Island (Vinzons) (Camarines Norte)
28 July 2023 - 12:43 AM,11.33,121.93,010,2.5,013km N 67° W of Tibiao (Antique)
27 July 2023 - 11:02 PM,09.45,126.29,023,2.7,023km N 30° E of Cortes (Surigao Del Sur)
27 July 2023 - 10:40 PM,19.18,121.30,021,2.5,012km N 52° E of Dalupiri Island (Calayan) (Cagayan)
27 July 2023 - 04:56 PM,09.88,123.75,034,1.8,010km N 31° W of Loon (Bohol)
27 July 2023 - 04:23 PM,14.59,123.59,004,2.8,071km N 80° E of Tinaga Island (Vinzons) (Camarines Norte)
27 July 2023 - 04:07 PM,13.62,120.70,065,1.6,020km N 08° W of Abra De Ilog (Occidental Mindoro)
27 July 2023 - 03:46 PM,09.47,126.05,024,1.9,016km N 44° E of Carrascal (Surigao Del Sur)
27 July 2023 - 02:34 PM,09.56,126.20,021,2.1,025km S 11° E of General Luna (Surigao Del Norte)
27 July 2023 - 12:01 PM,06.55,125.20,007,2.0,011km S 37° W of Kiblawan (Davao Del Sur)
27 July 2023 - 10:56 AM,10.54,122.38,019,2.1,015km S 25° E of Guimbal (Iloilo)
27 July 2023 - 09:08 AM,13.61,120.69,105,2.1,018km N 12° W of Abra De Ilog (Occidental Mindoro)
27 July 2023 - 08:38 AM,10.12,122.43,017,2.0,027km N 52° W of Cauayan (Negros Occidental)
27 July 2023 - 06:25 AM,09.45,122.42,023,2.1,017km S 16° W of Hinoba-an (Negros Occidental)
27 July 2023 - 06:01 AM,09.54,126.24,033,1.5,029km S 19° E of General Luna (Surigao Del Norte)
27 July 2023 - 06:00 AM,09.24,125.62,006,2.3,008km S 67° E of Santiago (Agusan Del Norte)
27 July 2023 - 05:46 AM,09.25,126.39,024,2.1,022km S 81° E of Cortes (Surigao Del Sur)
27 July 2023 - 05:35 AM,16.54,120.92,003,3.1,011km N 63° E of Bokod (Benguet)
27 July 2023 - 05:14 AM,09.54,126.13,012,1.5,027km S 06° W of General Luna (Surigao Del Norte)
27 July 2023 - 05:13 AM,18.00,120.76,012,2.1,010km S 57° E of Marcos (Ilocos Norte)
27 July 2023 - 04:18 AM,06.27,126.45,044,2.0,059km S 45° E of Governor Generoso (Davao Oriental)
27 July 2023 - 02:33 AM,17.73,120.82,005,3.2,001km N 15° W of Tineg (Abra)
27 July 2023 - 02:12 AM,16.72,119.61,008,3.4,047km N 39° W of Bolinao (Pangasinan)
27 July 2023 - 01:47 AM,04.76,124.93,030,4.8,091km S 37° W of Balut Island (Municipality Of Sarangani) (Davao Occidental)
27 July 2023 - 01:08 AM,10.42,125.77,031,1.9,022km N 73° E of Loreto (Dinagat Islands)
26 July 2023 - 11:11 PM,13.23,123.83,011,2.6,005km S 86° E of Santo Domingo (Albay)
26 July 2023 - 10:49 PM,09.93,126.53,008,2.7,043km N 69° E of General Luna (Surigao Del Norte)
26 July 2023 - 10:26 PM,11.34,125.46,032,1.5,012km S 51° W of Llorente (Eastern Samar)
26 July 2023 - 10:04 PM,09.76,126.31,029,1.8,017km S 82° E of General Luna (Surigao Del Norte)
26 July 2023 - 09:37 PM,09.34,125.84,008,2.5,012km S 74° W of Carrascal (Surigao Del Sur)
26 July 2023 - 07:28 PM,09.26,125.59,001,3.4,004km S 74° E of Santiago (Agusan Del Norte)
26 July 2023 - 06:09 PM,10.20,126.05,014,2.8,020km N 09° W of Burgos (Surigao Del Norte)
26 July 2023 - 05:42 PM,07.59,122.04,014,2.0,011km N 89° W of Sirawai (Zamboanga Del Norte)
26 July 2023 - 05:32 PM,09.58,122.53,033,2.0,007km S 68° E of Hinoba-an (Negros Occidental)
26 July 2023 - 05:08 PM,07.57,126.57,001,2.2,001km S 84° E of Baganga (Davao Oriental)
26 July 2023 - 03:40 PM,08.50,126.69,001,2.5,041km N 69° E of Hinatuan (Surigao Del Sur)
26 July 2023 - 12:27 PM,09.06,126.32,069,2.5,011km N 22° E of Bayabas (Surigao Del Sur)
26 July 2023 - 10:09 AM,10.48,126.53,028,2.1,071km N 44° E of Burgos (Surigao Del Norte)
26 July 2023 - 09:58 AM,11.20,125.52,031,3.7,004km N 07° W of Quinapondan (Eastern Samar)
26 July 2023 - 09:37 AM,15.17,120.33,016,1.6,025km N 64° W of Porac (Pampanga)
26 July 2023 - 09:33 AM,13.36,121.77,024,1.7,009km N 65° W of Gasan (Marinduque)
26 July 2023 - 08:34 AM,09.96,122.43,011,1.7,021km N 01° W of City Of Sipalay (Negros Occidental)
26 July 2023 - 08:28 AM,16.52,120.87,004,2.7,005km N 56° E of Bokod (Benguet)
26 July 2023 - 07:49 AM,05.45,126.42,027,2.6,101km S 59° E of Jose Abad Santos (Davao Occidental)
26 July 2023 - 04:14 AM,10.12,126.49,034,1.9,047km N 76° E of Burgos (Surigao Del Norte)
26 July 2023 - 04:07 AM,13.33,120.30,001,1.7,020km S 61° W of Paluan (Occidental Mindoro)
26 July 2023 - 04:04 AM,08.61,125.81,008,3.5,011km N 84° W of Prosperidad (Agusan Del Sur)
26 July 2023 - 03:45 AM,13.12,121.21,034,2.5,010km S 53° W of Victoria (Oriental Mindoro)
26 July 2023 - 02:27 AM,09.60,126.32,011,3.1,027km S 41° E of General Luna (Surigao Del Norte)
25 July 2023 - 11:35 PM,02.37,126.40,113,4.9,354km S 18° E of Balut Island (Municipality Of Sarangani) (Davao Occidental)
25 July 2023 - 10:57 PM,16.11,120.28,020,2.6,010km N 10° E of Binmaley (Pangasinan)
25 July 2023 - 10:26 PM,18.16,121.90,016,2.5,010km S 04° W of Santa Teresita (Cagayan)
25 July 2023 - 08:00 PM,13.82,120.42,058,2.2,022km N 58° E of Looc (Occidental Mindoro)
25 July 2023 - 06:30 PM,12.24,123.89,001,3.1,011km N 80° E of Uson (Masbate)
25 July 2023 - 04:37 PM,09.06,127.25,017,2.8,105km N 82° E of Cagwait (Surigao Del Sur)
25 July 2023 - 03:47 PM,10.18,125.78,027,1.6,023km N 58° E of Basilisa (Dinagat Islands)
25 July 2023 - 03:21 PM,13.15,124.05,001,2.5,009km S 61° W of Rapu-rapu (Albay)
25 July 2023 - 02:23 PM,06.22,124.78,050,1.5,005km N 83° W of T'boli (South Cotabato)
25 July 2023 - 12:29 PM,15.99,119.72,022,1.9,016km S 30° W of Agno (Pangasinan)
25 July 2023 - 11:55 AM,15.82,121.09,014,2.5,006km N 75° W of Pantabangan (Nueva Ecija)
25 July 2023 - 09:56 AM,10.20,126.00,021,2.1,021km N 22° W of Burgos (Surigao Del Norte)
25 July 2023 - 09:00 AM,10.32,126.08,005,4.6,034km N 04° E of Santa Monica (Surigao Del Norte)
25 July 2023 - 05:57 AM,06.40,126.54,032,2.2,059km S 61° E of Governor Generoso (Davao Oriental)
25 July 2023 - 03:24 AM,15.96,119.92,031,1.7,005km S 55° E of Dasol (Pangasinan)
25 July 2023 - 03:18 AM,10.80,122.28,009,2.9,006km N 50° W of Tubungan (Iloilo)
25 July 2023 - 02:25 AM,17.72,120.50,029,2.4,009km N 63° E of Magsingal (Ilocos Sur)
25 July 2023 - 01:26 AM,05.17,124.06,493,4.2,110km S 34° W of Kiamba (Sarangani)
25 July 2023 - 12:01 AM,17.58,120.01,011,3.1,037km S 88° W of Santa Catalina (Ilocos Sur)
24 July 2023 - 11:18 PM,18.50,120.88,035,1.5,005km N 32° W of Adams (Ilocos Norte)
24 July 2023 - 10:56 PM,10.21,126.07,011,2.2,022km N 01° W of Burgos (Surigao Del Norte)
24 July 2023 - 10:33 PM,08.73,126.51,010,1.6,024km S 72° E of Marihatag (Surigao Del Sur)
24 July 2023 - 10:20 PM,12.80,122.25,001,2.1,024km N 05° W of Romblon (Romblon)
24 July 2023 - 08:50 PM,16.70,119.85,022,1.5,034km N 07° W of Bolinao (Pangasinan)
24 July 2023 - 06:56 PM,19.05,121.11,007,2.8,012km S 56° W of Dalupiri Island (Calayan) (Cagayan)
24 July 2023 - 02:41 PM,18.19,120.59,038,1.4,001km S 67° W of City Of Laoag (Ilocos Norte)
24 July 2023 - 01:35 PM,17.09,120.63,007,3.5,003km N 68° E of Sigay (Ilocos Sur)
24 July 2023 - 09:21 AM,13.78,120.64,126,1.9,006km S 06° E of Calatagan (Batangas)
24 July 2023 - 07:57 AM,12.64,123.31,006,2.4,017km N 35° W of Aroroy (Masbate)
24 July 2023 - 07:31 AM,06.07,126.98,110,2.7,119km S 57° E of Governor Generoso (Davao Oriental)
24 July 2023 - 06:52 AM,13.32,120.35,008,2.7,016km S 48° W of Paluan (Occidental Mindoro)
24 July 2023 - 05:48 AM,08.21,126.63,030,2.5,036km S 62° E of Hinatuan (Surigao Del Sur)
24 July 2023 - 05:39 AM,05.22,126.88,028,3.4,156km S 61° E of Jose Abad Santos (Davao Occidental)
24 July 2023 - 05:38 AM,17.65,120.36,032,2.3,004km N 54° W of San Ildefonso (Ilocos Sur)
24 July 2023 - 05:00 AM,17.26,120.68,032,1.8,005km S 86° W of Tubo (Abra)
24 July 2023 - 04:19 AM,16.49,120.83,032,1.7,001km N 58° W of Bokod (Benguet)
24 July 2023 - 03:43 AM,12.37,122.10,033,1.8,002km S 19° E of Santa Maria (Romblon)
24 July 2023 - 03:36 AM,15.97,122.28,009,2.2,038km S 25° E of Casiguran (Aurora)
24 July 2023 - 03:33 AM,17.73,120.72,019,3.1,002km N 59° E of Lagayan (Abra)
24 July 2023 - 02:56 AM,10.49,122.30,001,1.5,018km S 23° E of Miagao (Iloilo)
24 July 2023 - 02:43 AM,09.36,126.42,017,2.5,027km N 71° E of Cortes (Surigao Del Sur)
24 July 2023 - 01:12 AM,12.21,123.90,006,2.9,005km N 68° E of Dimasalang (Masbate)
24 July 2023 - 12:46 AM,06.01,124.95,024,1.5,017km N 18° W of Maasim (Sarangani)
24 July 2023 - 12:24 AM,13.73,120.71,112,1.4,014km S 37° E of Calatagan (Batangas)
23 July 2023 - 11:52 PM,14.12,120.43,083,1.7,022km N 77° W of Nasugbu (Batangas)
23 July 2023 - 11:45 PM,13.64,120.65,096,2.0,022km S 04° E of Calatagan (Batangas)
23 July 2023 - 11:32 PM,16.74,119.58,013,3.1,051km N 41° W of Bolinao (Pangasinan)
23 July 2023 - 10:59 PM,17.78,120.77,001,2.0,008km N 41° W of Tineg (Abra)
23 July 2023 - 10:12 PM,13.59,120.54,039,1.4,021km N 24° E of Paluan (Occidental Mindoro)
23 July 2023 - 09:53 PM,09.67,126.34,012,2.7,024km S 57° E of General Luna (Surigao Del Norte)
23 July 2023 - 08:57 PM,18.00,120.61,013,2.9,005km N 69° W of Banna (Ilocos Norte)
23 July 2023 - 08:30 PM,09.97,126.17,003,2.2,009km N 68° E of San Isidro (Surigao Del Norte)
23 July 2023 - 07:44 PM,15.37,120.24,111,2.8,026km S 64° W of San Jose (Tarlac)
23 July 2023 - 07:41 PM,19.03,121.27,006,3.0,011km S 39° E of Dalupiri Island (Calayan) (Cagayan)
23 July 2023 - 06:58 PM,12.03,124.79,016,2.4,015km S 86° E of Santa Margarita (Samar)
23 July 2023 - 06:02 PM,14.53,122.27,003,2.1,020km S 20° W of Jomalig (Quezon)
23 July 2023 - 02:02 PM,02.52,126.65,033,4.5,348km S 23° E of Balut Island (Municipality Of Sarangani) (Davao Occidental)
23 July 2023 - 01:06 PM,12.88,122.95,010,2.3,028km S 07° W of San Pascual (Masbate)
23 July 2023 - 10:46 AM,13.18,120.40,001,2.2,021km S 75° W of Mamburao (Occidental Mindoro)
23 July 2023 - 10:09 AM,16.50,120.14,034,1.9,021km S 81° W of Bauang (La Union)
23 July 2023 - 10:08 AM,18.68,121.04,033,1.8,009km N 29° W of Claveria (Cagayan)
23 July 2023 - 08:42 AM,17.61,120.36,001,2.2,002km N 52° W of San Vicente (Ilocos Sur)
23 July 2023 - 07:59 AM,13.34,120.59,009,1.5,013km N 02° W of Mamburao (Occidental Mindoro)
23 July 2023 - 06:37 AM,07.64,126.16,008,2.7,009km S 70° E of Compostela (Davao De Oro)
23 July 2023 - 06:27 AM,09.44,126.36,032,1.9,025km N 45° E of Cortes (Surigao Del Sur)
23 July 2023 - 04:40 AM,08.74,126.44,023,3.6,017km S 69° E of Marihatag (Surigao Del Sur)
23 July 2023 - 04:26 AM,13.47,120.18,012,2.9,028km S 15° W of Looc (Occidental Mindoro)
23 July 2023 - 04:12 AM,13.41,120.15,010,2.9,036km S 17° W of Looc (Occidental Mindoro)
23 July 2023 - 03:54 AM,13.58,120.62,073,1.4,019km N 39° W of Abra De Ilog (Occidental Mindoro)
23 July 2023 - 03:35 AM,06.13,125.58,198,3.5,015km S 59° W of Don Marcelino (Davao Occidental)
23 July 2023 - 03:33 AM,19.08,121.45,017,1.7,020km S 06° W of Calayan (Cagayan)
23 July 2023 - 03:31 AM,08.03,126.70,032,2.8,031km S 87° E of Lingig (Surigao Del Sur)
23 July 2023 - 03:01 AM,15.70,120.09,029,1.7,018km N 64° E of Candelaria (Zambales)
23 July 2023 - 02:08 AM,04.67,126.06,026,3.5,108km S 41° E of Balut Island (Municipality Of Sarangani) (Davao Occidental)
23 July 2023 - 12:40 AM,08.13,123.96,033,1.5,003km S 06° W of Maigo (Lanao Del Norte)
23 July 2023 - 12:28 AM,11.40,125.54,052,4.5,001km S 36° W of Llorente (Eastern Samar)
23 July 2023 - 12:14 AM,17.64,120.38,018,2.0,003km N 39° W of San Ildefonso (Ilocos Sur)
22 July 2023 - 11:48 PM,19.43,121.64,032,1.7,025km N 43° E of Calayan (Cagayan)
22 July 2023 - 11:17 PM,18.06,120.39,021,2.2,011km N 66° W of Currimao (Ilocos Norte)
22 July 2023 - 11:14 PM,17.74,119.21,026,2.0,124km N 83° W of Santa Catalina (Ilocos Sur)
22 July 2023 - 10:54 PM,13.05,124.47,001,2.1,030km N 87° E of Prieto Diaz (Sorsogon)
22 July 2023 - 10:21 PM,18.78,120.94,002,1.8,024km N 37° W of Claveria (Cagayan)
22 July 2023 - 10:10 PM,16.22,120.29,010,3.7,014km S 35° W of Agoo (La Union)
22 July 2023 - 09:53 PM,08.01,126.76,030,2.0,039km S 85° E of Lingig (Surigao Del Sur)
22 July 2023 - 09:40 PM,13.69,120.10,011,2.3,017km S 77° W of Looc (Occidental Mindoro)
22 July 2023 - 09:35 PM,06.50,125.86,149,2.8,038km N 28° E of Don Marcelino (Davao Occidental)
22 July 2023 - 09:32 PM,13.73,120.07,031,1.5,015km S 24° W of Lubang (Occidental Mindoro)
22 July 2023 - 09:22 PM,06.68,126.88,167,3.1,063km S 50° E of Tarragona (Davao Oriental)
22 July 2023 - 07:52 PM,08.82,126.52,028,2.3,024km N 86° E of Marihatag (Surigao Del Sur)
22 July 2023 - 06:38 PM,16.81,119.85,033,1.9,047km N 06° W of Bolinao (Pangasinan)
