date_time,latitude,longitude,depth,magnitude,location
30 March 2018 - 01:20 AM,11.73,125.58,020,4.7,021 km N 49° E of Borongan (Eastern Samar)
30 March 2018 - 01:18 AM,05.95,126.35,038,2.6,078 km S 69° E of Don Marcelino (Davao Occidental)
29 March 2018 - 11:14 PM,05.79,127.31,013,3.3,166 km S 55° E of Governor Generoso (Davao Oriental)
29 March 2018 - 10:29 PM,06.09,127.11,069,3.4,129 km S 35° E of Tarragona (Davao Oriental)
29 March 2018 - 09:29 PM,13.89,120.53,013,1.8,013 km N 60° W of Calatagan (Batangas)
29 March 2018 - 09:06 PM,06.24,126.62,113,2.3,076 km S 53° E of Governor Generoso (Davao Oriental)
29 March 2018 - 07:38 PM,04.36,126.52,011,3.3,167 km S 44° E of Sarangani (Davao Occidental)
29 March 2018 - 07:24 PM,10.20,125.59,102,3.2,006 km 00° E of Libjo (Albor) (Surigao Del Norte)
29 March 2018 - 07:04 PM,04.05,126.33,013,3.7,180 km S 32° E of Sarangani (Davao Occidental)
29 March 2018 - 06:44 PM,17.90,119.70,017,3.6,079 km N 63° W of Santa Catalina (Ilocos Sur)
29 March 2018 - 04:35 PM,12.84,125.78,015,2.7,070 km N 55° E of Mapanas (Northern Samar)
29 March 2018 - 02:21 PM,15.48,119.77,023,2.9,015 km N 71° W of Palauig (Zambales)
29 March 2018 - 11:10 AM,10.20,123.10,014,2.0,021 km N 64° W of Guihulngan (Negros Oriental)
29 March 2018 - 10:56 AM,13.57,120.86,086,2.3,020 km N 45° E of Abra De Ilog (Occidental Mindoro)
29 March 2018 - 10:30 AM,14.90,119.10,034,3.2,105 km S 56° W of Palauig (Zambales)
29 March 2018 - 09:32 AM,21.16,121.28,023,2.3,071 km N 56° W of Itbayat (Batanes)
29 March 2018 - 09:05 AM,15.12,122.02,017,2.2,033 km N 13° E of Burdeos (Quezon)
29 March 2018 - 06:49 AM,11.40,125.38,033,4.6,017 km S 62° W of Balangkayan (Eastren Samar)
29 March 2018 - 02:50 AM,14.53,119.36,033,2.0,091 km S 60° W of San Antonio (Zambales)
29 March 2018 - 02:46 AM,12.74,125.44,051,2.3,035 km N 35° E of Mapanas (Northern Samar)
29 March 2018 - 02:21 AM,17.16,121.46,023,2.8,011 km S 71° E of Paracelis (Mountain Province)
29 March 2018 - 01:26 AM,13.14,124.23,003,2.7,010 km N 22° E of Prieto Diaz (Sorsogon)
29 March 2018 - 01:20 AM,08.33,122.70,032,2.9,023 km N 09° E of Liloy (Zamboanga Del Norte)
29 March 2018 - 12:50 AM,05.80,124.64,016,1.9,021 km S 04° E of Kiamba (Sarangani)
29 March 2018 - 12:47 AM,09.50,126.18,022,2.3,031 km S 05° E of General Luna (Surigao Del Norte)
28 March 2018 - 11:45 PM,15.21,120.41,015,1.9,018 km S 84° W of Mabalacat (Pampanga)
28 March 2018 - 11:33 PM,11.31,124.57,008,3.1,012 km S 54° E of Leyte (Leyte)
28 March 2018 - 10:34 PM,07.97,127.04,008,2.6,069 km N 51° E of Baganga (Davao Oriental)
28 March 2018 - 10:33 PM,06.38,126.02,059,2.1,031 km S 11° W of Governor Generoso (Davao Oriental)
28 March 2018 - 09:40 PM,06.85,127.11,088,2.7,077 km S 73° E of Tarragona (Davao Oriental)
28 March 2018 - 09:07 PM,15.97,121.10,056,2.7,018 km N 15° W of Pantabangan (Nuevq Ecija)
28 March 2018 - 08:36 PM,10.02,122.35,005,2.0,029 km N 12° W of Sipalay (Negros Occidental)
28 March 2018 - 08:15 PM,06.93,123.88,019,2.1,037 km N 33° W of Lebak (Sultan Kudarat)
28 March 2018 - 08:13 PM,06.72,123.80,034,2.3,030 km N 75° W of Lebak (Sultan Kudarat)
28 March 2018 - 06:50 PM,07.75,124.64,046,2.5,005 km S 17° W of Bumbaran (Lanao Del Sur)
28 March 2018 - 06:26 PM,13.74,124.19,025,2.2,018 km N 14° W of Virac (Catanduanes)
28 March 2018 - 04:28 PM,13.81,120.63,128,2.2,002 km S 14° W of Calatagan (Batangas)
28 March 2018 - 02:25 PM,05.60,125.37,184,2.7,022 km N 32° W of Sarangani (Davao Occidental)
28 March 2018 - 10:02 AM,12.95,124.66,019,2.0,052 km S 77° E of Prieto Diaz (Sorsogon)
28 March 2018 - 08:11 AM,05.94,126.00,138,2.6,043 km N 82° E of Jose Abad Santos (Davao Occidental)
28 March 2018 - 06:51 AM,10.19,126.06,013,3.9,019 km N 09° E of Santa Monica (Surigao Del Norte)
28 March 2018 - 04:38 AM,06.53,126.60,102,3.0,059 km S 17° E of Tarragona (Davao Oriental)
28 March 2018 - 02:54 AM,05.87,125.58,004,3.0,004 km S 67° W of Jose Abad Santos (Davao Occidental)
28 March 2018 - 02:13 AM,10.38,125.04,001,2.3,017 km S 84° W of Hinunangan (Southern Leyte)
27 March 2018 - 11:29 PM,06.37,126.54,024,2.8,060 km S 59° E of Governor Generoso (Davao Oriental)
27 March 2018 - 10:55 PM,08.92,122.83,015,2.4,028 km S 54° W of Siaton (Negros Oriental)
27 March 2018 - 04:17 PM,15.01,121.83,003,2.9,009 km N 20° E of Panukulan (Quezon)
27 March 2018 - 02:25 PM,09.90,125.49,037,2.7,012 km N 04° W of Surigao City (Surigao del Norte)
27 March 2018 - 11:23 AM,14.28,123.92,001,2.1,036 km N 46° W of Pandan (Catanduanes)
27 March 2018 - 11:03 AM,15.43,119.91,037,1.9,001 km S 76° E of Palauig (Zambales)
27 March 2018 - 08:28 AM,08.87,126.19,067,2.8,013 km S 67° W of Cagwait (Surigao del Sur)
26 March 2018 - 08:31 PM,03.70,126.07,010,3.4,203 km S 76° E of Sarangani (Davao Occidental)
26 March 2018 - 05:14 PM,06.02,124.92,056,2.1,020 km N 31° W of Maasim (Sarangani)
26 March 2018 - 10:23 AM,14.05,120.08,0310,2.0,022 km N 13° W of Lubang (Occidental Mindoro)
26 March 2018 - 07:54 AM,14.62,124.16,024,2.5,063 km N 01° W of Pandan (Catanduanes)
26 March 2018 - 06:53 AM,17.59,120.21,013,2.9,016 km N 85° W of Santa Catalina (Ilocos Sur)
26 March 2018 - 04:59 AM,13.99,120.48,166,2.9,019 km S 58° W of Nasugbu (Batangas)
26 March 2018 - 04:39 AM,16.01,120.01,016,2.5,011 km S 54° W of Sual (Pangasinan)
26 March 2018 - 02:48 AM,15.48,121.70,003,2.6,035 km N 76° E of Dingalan (Aurora)
26 March 2018 - 02:31 AM,15.44,121.64,017,3.1,027 km N 81° E of Dingalan (Aurora)
26 March 2018 - 01:31 AM,17.50,122.68,006,2.8,044 km N 65° E of Divilacan (Isabela)
26 March 2018 - 01:15 AM,08.77,122.28,026,2.9,081 km S 29° W of Basay (Negros Oriental)
25 March 2018 - 11:12 PM,12.97,124.63,001,2.7,044 km N 42° E of Biri (Northern Samar)
25 March 2018 - 10:51 PM,13.92,120.50,095,2.4,017 km N 57° W of Calatagan (Batangas)
25 March 2018 - 05:25 PM,17.97,120.23,030,3.1,027 km N 65° W of Sinait (Ilocos Sur)
25 March 2018 - 04:19 PM,10.02,122.30,022,2.2,031 km N 23° W of Sipalay (Negros Occidental)
25 March 2018 - 02:48 PM,08.90,123.04,015,2.1,018 km S 02° E of Siaton (Negros Oriental)
25 March 2018 - 06:57 AM,20.59,120.59,028,2.7,133 km S 80° W of Itbayat (Batanes)
25 March 2018 - 04:48 AM,14.96,119.80,010,2.1,031 km N 88° W of San Antonio (Zambales)
25 March 2018 - 04:41 AM,09.27,122.17,001,2.0,048 km S 48° W of Hinoba-an (Negros Occidental)
25 March 2018 - 02:58 AM,20.38,120.77,001,4.8,121 km S 67° W of Itbayat (Batanes)
25 March 2018 - 02:17 AM,13.81,120.62,007,2.0,003 km S 21° W of Calatagan (Batangas)
24 March 2018 - 06:34 PM,10.10,126.18,022,5.2,015 km N 52° E of Burgos (Surigao Del Norte)
24 March 2018 - 05:51 PM,11.29,124.61,003,2.5,004 km S 83° W of Capoocan (Leyte)
24 March 2018 - 12:53 PM,10.73,122.78,018,2.6,013 km S 39° E of Dumangas (Iloilo)
24 March 2018 - 10:45 AM,18.17,120.30,025,2.9,025 km N 49° W of Currimao (Ilocos Norte)
24 March 2018 - 09:43 AM,19.36,120.89,036,2.5,059 km N 79° W of Calayan (Cagayan)
24 March 2018 - 08:52 AM,20.37,120.91,018,3.6,101 km N 88° W of Sabtang (Batanes)
24 March 2018 - 06:48 AM,14.15,120.37,120,2.2,029 km N 73° W of Nasugbu (Batangas)
23 March 2018 - 06:41 PM,05.10,126.68,001,4.1,139 km S 75° E of Sarangani (Davao Occidental)
23 March 2018 - 06:19 PM,04.87,126.76,025,4.0,156 km S 67° E of Sarangani (Davao Occidental)
23 March 2018 - 05:13 PM,10.30,126.06,025,2.2,031 km N 03° W of Burgos (Surigao Del Norte)
23 March 2018 - 03:06 PM,10.39,122.49,009,2.3,016 km S 20° W of Nueva Valencia (Guimaras)
23 March 2018 - 07:46 AM,07.09,127.03,029,3.6,056 km S 76° E of Manay (Davao Oriental)
23 March 2018 - 07:34 AM,09.98,122.69,005,2.3,008 km N 82° E of Cauayan (Negros Occidental)
23 March 2018 - 04:04 AM,09.24,126.05,084,2.8,004 km N 82° E of Carmen (Surigao Del Sur)
23 March 2018 - 03:11 AM,10.27,125.24,032,2.5,002 km S 75° W of Anahawan (Southern Leyte)
23 March 2018 - 03:03 AM,13.36,120.00,008,2.4,048 km S 34° W of Looc (Occidental Mindoro)
22 March 2018 - 11:06 PM,16.01,120.12,033,1.9,004 km S 56° W of Labrador (Pangasinan)
22 March 2018 - 10:24 PM,03.39,125.77,153,3.9,229 km S 08° E of Sarangani (Davao Occidental)
22 March 2018 - 06:48 PM,17.38,121.81,023,2.4,004 km S 62° E of Santo Tomas (Isabela)
22 March 2018 - 04:14 PM,10.90,124.04,020,2.4,005 km S 14° E of Tabogon (Cebu)
22 March 2018 - 11:36 AM,13.66,120.63,080,2.1,019 km S 01° W of Calatagan (Batangas)
22 March 2018 - 02:57 AM,07.20,125.53,023,2.5,017 km N 30° W of Davao City  (Davao Del Sur)
22 March 2018 - 01:49 AM,05.04,125.44,032,3.0,044 km S 04° W of Sarangani (Davao Occidental)
22 March 2018 - 01:22 AM,11.37,124.51,001,3.7,003 km S 85° E of Leyte (Leyte)
22 March 2018 - 12:22 AM,14.07,120.47,099,2.2,017 km S 85° W of Nasugbu (Batangas)
21 March 2018 - 08:03 PM,14.36,123.99,001,2.3,039 km N 29° W of Pandan (Catanduanes)
21 March 2018 - 06:04 PM,06.40,126.54,030,2.8,058 km S 62° E of Governor Governor (Davao Oriental)
21 March 2018 - 05:53 PM,10.03,126.03,020,2.5,012 km N 30° W of San Isidro (Surigao Del Norte)
21 March 2018 - 03:53 PM,09.64,125.48,003,2.4,006 km S 73° W of Sison (Surigao Del Norte)
21 March 2018 - 03:08 PM,13.80,120.52,203,2.8,013 km s 76° W of Calatagan (Batangas)
21 March 2018 - 01:33 PM,06.34,126.08,104,2.7,053 km S 81° E of Malita (Davao Occidental)
21 March 2018 - 12:26 PM,11.41,124.55,004,3.3,009 km N 57° E of Leyte (Leyte)
21 March 2018 - 12:10 PM,06.19,127.07,050,2.7,117 km S 3° E of Taragonna (Davao Occidental)
21 March 2018 - 08:55 AM,11.92,124.33,054,2.8,013 km S 88° W of Santo Niño (Samar)
21 March 2018 - 03:47 AM,20.21,121.80,030,2.2,015 km S 30° W of Sabtang (Batanes)
21 March 2018 - 02:09 AM,10.48,125.03,046,2.5,016 km S 26° E of Mahaplag (Leyte)
20 March 2018 - 10:54 PM,13.00,124.55,018,4.0,052 km S 82° E of Prieto Diaz (Sorsogon)
20 March 2018 - 09:44 PM,04.89,126.56,009,3.6,134 km S 64° E of Sarangani (Davao Occidental)
20 March 2018 - 07:10 PM,06.70,123.68,620,4.7,044 km N 72° W of Kalamansig (Sultan Kudarat)
20 March 2018 - 04:20 PM,06.71,125.63,029,2.3,024 km N 49° E of Santa Cruz (Davao Del Sur)
20 March 2018 - 03:53 PM,08.18,124.64,033,2.0,010 km S 17° E of Talakag (Bukidnon)
20 March 2018 -10:22 AM,06.35,126.33,052,2.5,043 km S 41° E of Governor Generoso (Davao Oriental)
20 March 2018 -10:14 AM,08.73,126.90,029,3.4,069 km S 72° E of Cagwait (Surigao Del Sur)
20 March 2018 - 09:13 AM,17.08,121.01,006,3.5,010 km N 67° W of Barlig (Mountain Province)
20 March 2018 - 06:37 AM,11.54,122.08,001,3.3,005 km S 23° W of Sebaste (Antique)
20 March 2018 - 04:05 AM,08.29,126.00,026,2.6,014 km N 07° E of Bunawan (Agusan Del Sur)
20 March 2018 - 12:54 AM,09.46,123.04,031,1.9,008 km S 67° W of Pamplona (Negros Oriental)
19 March 2018 - 11:24 PM,09.80,126.26,018,2.8,023 km N 78° E of Dapa (Dinagat)
19 March 2018 - 11:06 PM,13.72,120.50,028,1.9,019 km S 48° W of Calatagan (Batangas)
19 March 2018 - 10:46 PM,09.68,124.56,010,4.1,008 km S 16° W of Anda (Bohol)
19 March 2018 - 08:01 PM,14.16,120.31,077,2.2,035 km N 75° W of Nasugbu (Batangas)
19 March 2018 - 06:52 PM,11.23,124.60,004,3.7,007 km N 40° E of Kananga (Leyte)
19 March 2018 - 11:33 AM,09.03,126.42,034,2.9,018 km N 48° E of Cagwait (Surigao Del Sur)
19 March 2018 - 10:45 AM,05.86,127.07,088,2.8,140 km S 51° E of Governor Generoso (Davao Oriental)
19 March 2018 - 03:41 AM,15.84,119.90,021,2.9,002 km N 30° W of Infanta (Pangasinan)
19 March 2018 - 12:00 AM,06.05,124.82,011,3.1,022 km N 73° E of Kiamba (Sarangani)
18 March 2018 - 11:59 PM,10.25,126.19,016,2.8,029 km N 27° E of Burgos (Surigao Del Norte)
18 March 2018 - 11:24 PM,11.08,126.56,003,2.8,091 km N 87° E of Guiuan (Eastern Samar)
18 March 2018 - 12:20 PM,09.82,124.34,005,2.4,002 km S 12° E of Pilar (Bohol)
18 March 2018 - 11:20 AM,20.20,121.15,033,3.5,077 km S 79° W of Sabtang (Batanes)
18 March 2018 - 05:11 AM,08.04,124.51,001,3.4,015 km S 52° E of Kapai (Lanao Del Sur)
18 March 2018 - 04:16 AM,09.77,122.56,021,2.3,006 km S 45° W of andoni (Negros Occidental)
18 March 2018 - 03:53 AM,18.79,121.02,016,2.8,022 km N 18° W of Claveria (Cagayan)
18 March 2018 - 03:31 AM,17.46,121.82,017,2.6,003 km N 62° E of San Pablo (Isabela)
17 March 2018 - 10:48 PM,10.39,125.21,005,2.7,014 km N 22° W of Anahawan (Southern Leyte)
17 March 2018 - 10:47 PM,05.83,124.83,001,2.9,020 km S 81° W of Maasim (Sarangani)
17 March 2018 - 07:10 PM,17.48,120.01,006,3.1,038 km S 73° W of Santa Catalina (Ilocos Sur)
17 March 2018 - 05:17 AM,10.53,126.40,024,3.0,068 km N 33° E of Burgos (Surigao Del Norte)
17 March 2018 - 05:08 AM,09.15,126.05,033,2.4,022 km N 05° W of San Miguel (Surigao Del Sur)
17 March 2018 - 05:01 AM,16.51,119.66,030,2.4,028 km N 62° W of Bolinao (Pangasinan)
17 March 2018 - 04:46 AM,19.46,121.29,015,2.7,027 km N 43° W of Calayan (Cagayan)
17 March 2018 - 03:01 AM,10.32,127.28,045,3.9,137 km N 76° E of Burgos (Surigao Del Norte)
17 March 2018 - 12:52 AM,09.88,125.54,028,3.5,010 km S 31° W of Dinagat (Dinagat)
17 March 2018 - 12:02 AM,16.05,121.53,032,2.6,020 km S 22° W of Nagtipunan (Quirino)
16 March 2018 - 07:18 PM,09.65,123.62,023,2.5,016 km N 63° W of Panglao (Bohol)
16 March 2018 - 06:51 PM,10.00,125.22,009,3.5,006 km N 29° W of Pintuyan (Southern Leyte)
16 March 2018 - 04:33 PM,12.95,124.13,001,3.1,006 km S 83° W of Prieto Diaz (Sorsogon)
16 March 2018 - 10:51 AM,08.11,124.60,001,3.7,017 km S 08° W of Talakag (Bukidnon)
16 March 2018 - 08:30 AM,04.82,126.56,027,4.3,138 km S 61° E of Sarangani (Davao Occidental)
16 March 2018 - 08:10 AM,13.47,120.66,041,1.9,041 km S 04° E of Calatagan (Batangas)
16 March 2018 - 07:20 AM,08.12,124.52,005,3.5,019 km S 33° W of Talakag (Bukidnon)
16 March 2018 - 07:02 AM,08.12,124.47,007,3.5,023 km S 44° W of Talakag (Bukidnon)
16 March 2018 - 05:43 AM,15.47,120.05,024,1.8,016 km N 76° E of Palauig (Zambales)
16 March 2018 - 05:33 AM,08.42,125.62,030,2.5,016 km S 58° W of San Luis (Agusan Del Sur)
16 March 2018 - 04:15 AM,08.15,124.55,006,2.9,015 km S 31° W of Talakag (Bukidnon)
16 March 2018 - 04:11 AM,13.66,120.54,057,2.2,022 km S 28° W of Calatagan (Batangas)
16 March 2018 - 12:54 AM,11.43,124.57,014,3.4,010 km S 72° E of Leyte (Leyte)
16 March 2018 - 12:25 AM,13.56,120.69,093,2.1,013 km N 21° W of Abra de Ilog (Occidental Mindoro)
15 March 2018 - 10:06 PM,17.09,120.90,019,1.7,002 km N 77° E of Sagada (Mountain Province)
15 March 2018 - 09:15 PM,08.10,124.55,003,3.5,016 km S 30° W of Talakag (Bukidnon)
15 March 2018 - 08:02 PM,14.06,120.45,114,2.3,019 km S 82° W of Nasugbu (Batangas)
15 March 2018 - 06:47 PM,08.12,124.61,007,2.8,016 km S 03° E of Talakag (Bukidnon)
15 March 2018 - 05:38 PM,08.16,124.51,002,2.8,016 km S 44° W of Talakag (Bukidnon)
15 March 2018 - 03:19 PM,08.11,124.57,001,5.0,019 km S 16° W of Talakag (Bukidnon)
15 March 2018 - 10:33 AM,10.45,126.63,034,3.4,077 km N 53° E of Burgos (Surigao Del Norte)
15 March 2018 - 12:32 AM,11.22,126.51,034,2.7,088 km N 77° E of Guian (Eastern Samar)
15 March 2018 - 12:06 AM,11.12,126.55,031,2.8,091 km N 84° E of Guian (Eastern Samar)
14 March 2018 - 11:05 PM,07.97,126.88,013,3.4,051 km N 68° E of Cateel (Davao Oriental)
14 March 2018 - 09:55 PM,15.75,119.75,025,2.8,017 km S 87° W of Santa Cruz (Zambales)
14 March 2018 - 09:37 PM,05.14,127.57,109,4.7,232 km S 69° E of Jose Abad Santos (Davao Occidental)
14 March 2018 - 08:37 PM,11.32,124.62,002,2.7,004 km N 40° W of Capoocan (Leyte)
14 March 2018 - 07:16 PM,09.45,126.43,023,3.8,032 km N 53° E of Cortes (Surigao Del Sur)
14 March 2018 - 04:24 PM,15.77,119.68,032,2.2,024 km N 89° W of Santa Cruz (Zambales)
14 March 2018 - 02:23 PM,09.88,122.30,020,2.1,018 km N 42° w of Sipalay (Negros Occedental)
14 March 2018 - 11:56 AM,05.61,124.61,009,3.2,042 km S 02° W of Kiamba (Sarangani)
14 March 2018 - 10:37 AM,05.78,126.24,028,3.2,071 km S 81° E of Jose Abad Santos (Davao Occidental)
14 March 2018 - 07:42 AM,09.83,126.41,033,3.1,029 km N 79° E of General Luna (Surigao Del Norte)
14 March 2018 - 07:19 AM,07.37,126.01,017,2.9,013 km N 66° W of Maragusan (San Mariano)
14 March 2018 - 07:02 AM,05.23,126.53,026,2.9,119 km S 79° E of Sarangani (Davao Occidental)
14 March 2018 - 12:08 AM,05.30,124.12,027,2.8,102 km S 05° W of Palimbang (Sultan Kudarat)
13 March 2018 - 09:52 PM,07.04,125.65,027,2.7,006 km S 54° E of Davao City (Davao Del Sur)
13 March 2018 - 03:37 PM,15.36,120.37,116,2.3,023 km N 71° W of Bamban (Tarlac)
13 March 2018 - 12:03 PM,09.02,126.46,028,2.0,021 km N 75° E of Bayabas (Surigao Del Sur)
13 March 2018 - 09:41 AM,05.70,127.05,018,3.5,151 km S 46° E of Governor Generoso (Davao Oriental)
13 March 2018 - 08:45 AM,10.78,120.66,009,2.6,039 km S 77° W of Cuyo (Palawan)
13 March 2018 - 04:55 AM,07.28,126.32,133,3.0,025 km N 73° W of Manay (Davao Oriental)
13 March 2018 - 04:45 AM,18.56,120.80,016,2.7,002 km S 14° E of Pagudpud (Ilocos Norte)
13 March 2018 - 03:20 AM,13.59,120.67,142,2.3,018 km N 20° W of Abra De Ilog (Occidental Mindoro)
13 March 2018 - 12:46 AM,07.12,126.76,152,2.8,026 km S 67° E of Manay (Davao Oriental)
12 March 2018 - 11:40 PM,09.73,124.82,009,2.5,026 km S 87° E of Anda (Bohol)
12 March 2018 - 05:00 PM,11.09,124.85,008,2.4,013 km S 34° E of Jaro (Leyte)
12 March 2018 - 01:57 PM,16.30,122.21,013,2.8,009 km N 71° E of Casiguran (Aurora)
12 March 2018 - 01:42 PM,06.19,126.39,060,3.0,061 km S 35° E of Governor Generoso (Davao Oriental)
12 March 2018 - 01:40 PM,06.55,126.45,016,2.7,043 km S 75° E of Governor Generoso (Davao Oriental)
12 March 2018 - 12:52 PM,17.42,121.84,021,2.4,006 km S 62° E of San Pablo (Isabela)
12 March 2018 - 12:06 PM,13.22,122.42,007,2.1,014 km S 37° W of San Francisco (Aurora) (Quezon)
12 March 2018 - 08:22 AM,12.79,124.86,001,3.0,026 km N 16° W of Pambujan (Northern Samar)
12 March 2018 - 01:50 AM,09.78,122.55,020,2.4,006 km S 58° W of Candoni (Negros Occidental)
11 March 2018 - 11:01 PM,06.39,126.31,139,2.6,039 km S 42° E of Governor Generoso (Davao Oriental)
11 March 2018 - 06:30 PM,05.07,126.67,025,3.6,139 km S 73° E of Sarangani (Davao Occidental)
11 March 2018 - 03:01 PM,10.21,125.33,003,2.3,010 km S 46° E of Anahawan (Southern Leyte)
11 March 2018 - 01:01 PM,09.66,122.99,001,3.4,017 km N 60° W of Bais City (Negros Oriental)
11 March 2018 - 05:42 AM,09.12,122.54,001,2.3,034 km S 20° W of Basay (Negros Oriental)
11 March 2018 - 04:18 AM,19.16,121.22,019,2.8,029 km S 63° W of Calayan (Cagayan)
11 March 2018 - 02:47 AM,10.83,125.34,073,2.2,031 km S 10° W of Balangiga (Eastern Samar)
11 March 2018 - 01:39 AM,14.49,118.96,047,2.1,132 km S 67° W of San Antonio (Zambales)
10 March 2018 - 11:51 PM,09.66,123.65,020,2.2,017 km S 47° E of Dalaguete (Cebu)
10 March 2018 - 08:06 PM,10.98,126.66,033,2.4,103 km S 86° E of Guiuan (Eastern Samar)
10 March 2018 - 04:39 PM,08.12,125.84,016,2.4,007 km S 09° E of Loreto (Agusan Del Sur)
10 March 2018 - 04:19 PM,08.24,126.05,011,3.2,011 km N 48° E of Bunawan (Agusan Del Sur)
10 March 2018 - 02:25 PM,03.34,124.74,338,3.8,245 km S 19° W of Sarangani (Davao Occidental)
10 March 2018 - 12:49 PM,13.68,120.60,085,2.0,017 km S 12° W of Calatagan (Batangas)
10 March 2018 - 11:17 AM,15.46,121.71,003,2.7,035 km N 80° E of Dingalan (Aurora)
10 March 2018 - 10:34 AM,13.05,124.40,021,2.1,023 km S 89° E of Prieto Diaz (Sorsogon)
10 March 2018 - 09:22 AM,15.18,121.60,007,2.0,033 km S 42° E of Dingalan (Aurora)
10 March 2018 - 07:26 AM,15.51,121.79,001,2.5,037 km S 42° E of Baler (Aurora)
10 March 2018 - 07:24 AM,15.44,121.67,023,3.0,037 km S 19° E of Baler (Aurora)
10 March 2018 - 06:14 AM,08.46,125.56,061,2.5,025 km N 86° W of Talacogon (Agusan del Sur)
10 March 2018 - 06:11 AM,19.84,121.61,033,1.8,062 km S 26° W of Sabtang (Batanes)
10 March 2018 - 05:58 AM,15.20,118.96,026,2.3,105 km S 75° W of Palauig (Zambales)
10 March 2018 - 05:45 AM,10.79,125.64,022,2.5,029 km S 18° W of Guiuan (Eastern Samar)
10 March 2018 - 03:44 AM,12.56,125.95,017,4.3,064 km N 49° E of San Policarpo (Eastern Samar)
10 March 2018 - 01:26 AM,06.65,126.33,025,2.6,028 km N 89° E of Governor Generoso (Davao Oriental)
10 March 2018 - 12:06 AM,10.05,126.44,002,3.5,043 km N 46° E of General Luna (Surigao del Norte)
09 March 2018 - 10:53 PM,19.78,121.43,012,1.9,056 km N 03° W of Calayan (Cagayan)
09 March 2018 - 10:05 PM,10.41,125.11,004,2.7,010 km N 83° W of Hinunangan (Southern Leyte)
09 March 2018 - 08:33 PM,17.29,121.90,034,1.9,010 km N 79° E of Tumauini (Isabela)
09 March 2018 - 07:28 PM,10.59,122.56,024,2.7,009 km S 23° W of Jordan (Guimaras)
09 March 2018 - 09:16 AM,10.07,126.19,004,3.4,015 km N 65° E of Burgos (Surigao Del Norte)
09 March 2018 - 07:48 AM,10.20,125.92,027,2.7,026 km N 39° W of Burgos (Surigao Del Norte)
