date_time,latitude,longitude,depth,magnitude,location
10 January 2018 - 09:12 AM,10.66,125.52,21,2.0,034km N 12° W of Loreto (Dinagat)
10 January 2018 - 08:16 AM,06.26,126.91,129,3.4,102km S 65° E of Governor Generoso (Davao Oriental)
10 January 2018 - 04:33 AM,09.92,126.20,019,3.4,012km N 61° E of Pilar (Surigao Del Norte)
10 January 2018 - 12:36 AM,08.11,126.93,012,2.7,057km N 82° E of Lingig (Surigao Del Sur)
09 January 2018 - 11:27 PM,15.51,120.58,007,2.4,009km N 73° E of Tarlac City (Tarlac)
09 January 2018 - 10:12 PM,04.64,127.20,153,3.8,119km S 42° E of Sarangani (Davao Occidental)
09 January 2018 - 09:01 PM,08.98,122.16,029,2.5,071km S 48° W of Basay (Negros Oriental)
09 January 2018 - 07:49 PM,08.36,125.49,044,2.6,032km S 63° W of San Luis (Agusan Del Sur)
09 January 2018 - 04:57 PM,13.14,119.67,034,2.6,091km S 44° W of Paluan (Occidental Mindoro)
09 January 2018 - 04:06 PM,13.29,125.40,026,2.4,088km N 20° E of Palapag (Northern Samar)
09 January 2018 - 04:06 PM,05.41,126.24,101,2.0,085km S 88° E of Sarangani(Davao Occidental)
09 January 2018 - 03:48 PM,11.02,124.78,002,3.0,014km S 71° W of Dagami (Leyte)
09 January 2018 - 03:26 PM,12.71,125.52,012,2.2,039km N 49° E of Mapanas (Northern Samar)
09 January 2018 - 03:02 PM,13.66,120.38,034,2.4,015km S 65° E of Looc (Occidental Mindoro)
09 January 2018 - 02:46 PM,06.85,125.67,032,3.1,028km S 13° E of Davao City
09 January 2018 - 01:55 PM,11.47,124.62,027,2.0,005km N 89° E of Cabucgayan (Biliran)
09 January 2018 - 01:31 PM,18.55,119.69,020,3.0,101km N 88° W of Burgos (Ilocos Norte)
09 January 2018 - 05:18 AM,17.52,120.50,007,2.5,013km N 52° W of San Isidro (Abra)
09 January 2018 - 04:59 AM,16.77,120.19,024,2.0,022km N 38° W of San Fernando (La Union)
09 January 2018 - 03:39 AM,15.43,121.73,006,2.4,037km N 85° E of Dingalan (Aurora)
09 January 2018 - 03:33 AM,06.82,127.60,014,2.8,126km S 69° E of Manay(Davao Oriental)
09 January 2018 - 03:08 AM,07.45,124.79,022,2.4,022km S 12° E of Wao(Lanao Del Sur)
09 January 2018 - 01:11 AM,08.11,126.02,012,2.7,007km S 36° E of Bunawan(Agusan Del Sur)
09 January 2018 - 12:23 AM,14.55,119.42,017,2.3,085km S 59° W of San Antonio(Zambales)
08 January 2018 - 09:00 PM,16.28,122.45,013,2.6,029km S 64° E of Disalag(Aurora)
08 January 2018 - 05:26 PM,07.97,126.92,010,3.6,055km N 69° E of Cateel (Davao Oriental)
08 January 2018 - 05:13 PM,09.00,126.20,031,3.4,004km S 61° W of Tago(Surigao Del Sur)
08 January 2018 - 01:58 AM,06.52,125.51,001,2.7,005km S 45° E of Santa Maria (Davao Occidental)
08 January 2018 - 01:02 AM,06.94,123.66,026,2.5,050km N 75° W of South Upi(Maguindanao)
08 January 2018 - 12:07 AM,05.89,126.20,105,2.4,066km S 58° E of Don Marcelino(Davao Occidental)
07 January 2018 - 08:46 PM,07.18,126.94,033,2.6,045km S 85° E of Manay(Davao Oriental)
07 January 2018 - 06:54 PM,07.03,127.66,022,3.5,126km S 80° E of Manay(Davao Oriental)
07 January 2018 - 05:18 PM,13.89,121.23,020,2.3,002km N 50° E of Padre Garcia(Batangas)
07 January 2018 - 04:03 PM,11.19,125.32,064,2.6,006km N 26° E of Lawaan(Eastern Samar)
07 January 2018 - 02:50 PM,06.96,127.63,023,3.8,124km S 77° E of Manay(Davao Oriental)
07 January 2018 - 02:08 PM,07.07,127.41,016,3.4,097km S 80° E of Manay(Davao Oriental)
07 January 2018 - 01:58 PM,11.73,124.23,002,2.2,014km S 66° E of Maripipi(Biliran)
07 January 2018 - 01:33 PM,07.06,127.43,012,3.4,094km S 81° E of Manay(Davao Oriental)
07 January 2018 - 01:16 PM,07.00,127.52,028,4.3,111km S 78° E of Manay(Davao Oriental)
07 January 2018 - 12:14 PM,07.02,127.52,029,3.1,111km S 79° E of Manay(Davao Oriental)
07 January 2018 - 11:42 AM,07.03,127.58,025,3.2,116km S 80° E of Manay(Davao Oriental)
07 January 2018 - 10:54 AM,07.13,127.27,016,2.0,081km S 84° E of Manay(Davao Oriental)
07 January 2018 - 10:52 AM,07.05,127.36,020,3.1,092km S 79° E of Manay(Davao Oriental)
07 January 2018 - 10:39 AM,07.02,127.44,017,3.9,102km S 78° E of Manay(Davao Oriental)
07 January 2018 - 10:21 AM,07.06,127.36,025,3.4,092km S 79° E of Manay(Davao Oriental)
07 January 2018 - 09:52 AM,07.56,124.73,003,2.5,010km S 14° W of Wao(Lanao Del Sur)
07 January 2018 - 08:24 AM,13.89,120.30,070,2.1,020km N 80° E of Lubang(Occidental Mindoro)
07 January 2018 - 05:32 AM,19.20,119.78,035,3.1,119km N 50° W of Burgos(Ilocos Norte)
07 January 2018 - 04:07 AM,03.90,126.49,014,3.1,204km S 34° E of Sarangani(Davao Occidental)
07 January 2018 - 02:35 AM,04.05,126.29,055,5.1,178km S 31° E of Sarangani(Davao Occidental)
07 January 2018 - 02:10 AM,09.30,126.19,022,2.4,003km N 02° E of Cortes (Surigao del Sur)
07 January 2018 - 01:41 AM,19.17,121.10,019,3.4,041km S 71° W of Calayan (Cagayan)
06 January 2018 - 10:19 PM,09.93,125.47,005,2.4,013km S 76° W of Dinagat (Dinagat)
06 January 2018 - 10:06 PM,03.61,125.33,125,3.9,203km S 04° W of Sarangani (Davao Occidental)
06 January 2018 - 09:52 PM,03.50,126.96,032,5.0,270km S 38° E of Sarangani (Davao Occidental)
06 January 2018 - 09:08 PM,08.53,126.75,005,2.9,049km N 69° E of Hinatuan(Surigao del Sur)
06 January 2018 - 08:50 PM,09.57,126.26,022,2.5,026km S 25° E of General Luna(Surigao del Sur)
06 January 2018 - 05:08 PM,09.78,125.43,012,2.8,001km S 73° E of San Francisco(Surigao del Norte)
06 January 2018 - 11:23 AM,13.56,120.33,017,2.2,016km N 12° W of Paluan(Occidental Mindoro)
06 January 2018 - 05:52 AM,18.80,121.27,013,2.2,026km N 08° E of Sanchez-mira(Cagayan)
06 January 2018 - 03:06 AM,09.36,126.27,018,2.3,013km N 44° E of Cortes(Surigao Del Sur)
06 January 2018 - 01:21 AM,05.32,126.18,061,2.6,080km S 81° E of Sarangani(Davao Occidental)
05 January 2018 - 11:18 PM,13.58,120.54,082,2.4,020km N 23° E of Paluan(Occidental Mindoro)
05 January 2018 - 11:05 PM,17.59,121.78,032,2.1,006km S 61° E of Tuguegarao(Cagayan)
05 January 2018 - 05:28 PM,06.00,125.05,007,2.4,016km N 18° E of Maasim (Sarangani)
05 January 2018 - 03:56 PM,06.55,126.78,083,4.0,067km S 34° E of Tarragona (Davao Oriental)
05 January 2018 - 03:21 PM,13.71,120.17,030,2.2,009km S 83° E of Looc (Occidental Mindoro)
05 January 2018 - 03:10 PM,03.83,126.51,125,3.6,212km S 33° E of Sarangani (Davao Occidental)
05 January 2018 - 02:54 PM,12.49,120.66,003,3.2,032km S 72° W of Calintaan (Occidental Mindoro)
05 January 2018 - 08:37 AM,03.07,125.17,071,3.5,264km S 07° W of Sarangani (Davao Occidental)
05 January 2018 - 03:59 AM,07.29,121.36,094,2.4,078km S 89°W of Sibuco (Zamboanga del Norte)
05 January 2018 - 12:05 AM,05.96,126.46,022,2.9,094km N85°E of Jose Abad Santos (Davao Occidental)
04 January 2018 - 08:49 PM,12.75,123.62,011,2.7,021km S18°W of Pilar (Sorsogon)
04 January 2018 - 08:11 PM,13.54,120.56,112,2.6,017km N 36°E of Paluan (Occidental Mindoro)
04 January 2018 - 06:42 PM,13.49,120.96,033,1.7,001km S 00 of Puerto Galera (Oriental Mindoro)
04 January 2018 - 08:15 AM,03.36,126.61,010,3.8,262km S 29°E of Sarangani (Davao Occidental)
04 January 2018 - 06:41 AM,03.59,126.45,139,4.1,231km S 28°E of Sarangani (Davao Occidental)
04 January 2018 - 01:53 AM,07.08,126.30,130,2.3,028km S 65°E of Governor Generoso (Davao Oriental)
04 January 2018 - 12:59 AM,18.42,122.22,002,2.3,009km S 67°E of Sta Ana (Cagayan)
04 January 2018 - 12:14 AM,07.57,124.76,013,2.5,011km N 33°E of Banisilan (North Cotabato)
04 January 2018 - 12:04 AM,10.81,122.61,024,2.2,001km S 12°E of Zarraga (Iloilo)
03 January 2018 - 09:51 PM,07.56,124.72,011,2.4,008km N 05°E of Banisilan (North Cotabato)
03 January 2018 - 05:39 PM,04.15,126.76,096,3.8,202km S 45°E of Sarangani (Davao Occidental)
03 January 2018 - 03:58 PM,13.75,120.40,086,3.2,027km S 70°W of Calatagan (Batangas)
03 January 2018 - 01:20 PM,06.49,126.04,038,2.1,018km S 11°W of Governor Generoso (Davao Oriental)
03 January 2018 - 08:58 AM,07.26,126.09,013,2.2,007km S 34°W of Maragusan (San Mariano) (Compostella Valley)
03 January 2018 - 04:49 AM,06.07,127.10,033,2.3,129km S 34°E of Tarragona (Davao Oriental)
03 January 2018 - 02:31 AM,09.41,125.63,024,4.0,015km N 59°E of Jabonga (Agusan Del Norte)
02 January 2018 - 08:55 PM,06.37,126.90,071,4.4,090km S 34°E of Tarragona (Davao Oriental)
02 January 2018 - 08:05 PM,16.63,120.60,018,2.1,009km N 53°W of Atok (Benguet)
02 January 2018 - 08:04 PM,06.10,126.95,083,4.4,115km S 58°E of Governor Generoso (Davao Oriental)
02 January 2018 - 05:32 AM,14.94,120.00,028,2.4,009km S 87° W of San Antonio (Zambales)
02 January 2018 - 03:46 AM,03.56,126.55,015,3.7,239km S 30°E of Sarangani (Davao Occidental)
02 January 2018 - 02:56 AM,09.14,123.14,025,2.8,008km N 58°W of Zamboanguita (Negros Oriental)
01 January 2018 - 10:31 PM,09.39,122.30,029,2.3,029km S 49°W of Hinoba-an(Negros Occidental)
01 January 2018 - 05:37 PM,10.16,126.14,013,3.5,017km N 25°E of Burgos(Surigao Del Norte)
01 January 2018 - 03:22 PM,15.39,119.49,031,2.5,045km S 84° W of Palauig (Zambales)
01 January 2018 - 03:13 PM,08.94,126.28,037,2.6,003km S 04°W of Bayabas (Surigao Del Sur)
01 January 2018 - 01:22 PM,05.64,126.45,103,2.8,096km S 74°E of Jose Abad Santos (Davao Occidental)
01 January 2018 - 11:46 AM,05.51,126.29,112,2.8,085km S 61°E of Jose Abad Santos (Davao Occidental)
01 January 2018 - 11:31 AM,17.89,122.33,018,2.6,055km S 42°E of Gonzaga (Cagayan)
01 January 2018 - 09:05 AM,12.81,125.12,001,2.6,029km N 23°W of Laoang (Northern Samar)
01 January 2018 - 08:04 AM,09.26,123.19,007,3.3,010km S 75°W of Luzurriaga (Valencia) (Negros Oriental)
01 January 2018 - 05:53 AM,08.54,125.88,001,3.0,006km S 45°W of Prosperidad (Agusan Del Sur)
01 January 2018 - 04:59 AM,08.56,125.89,001,3.2,003km S 60°W of Prosperidad (Agusan Del Sur)
01 January 2018 - 02:47 AM,13.21,124.42,069,2.1,030km N 56°E of Prieto Diaz (Sorsogon)
01 January 2018 - 01:16 AM,06.11,125.10,003,2.1,015km S 10°W of Maasim (Sarangani)
01 January 2018 - 12:04 AM,12.88,121.35,027,2.6,012km N 76°W of Bansud (Oriental Mindoro)
