north,south,east,west
11.68569526646782300,10.32129034955368900,118.11194390423292000,116.74751479172340000
10.32129034955368900,8.95688543263955240,116.74751479172340000,115.38308567921389000
10.32129034955368900,8.95688543263955240,118.11194390423292000,116.74751479172340000
11.68569526646782300,8.95688543263955240,120.84080212925194000,118.11194390423292000
11.68569526646782300,10.32129034955368900,119.47637301674243000,118.11194390423292000
11.68569526646782300,10.32129034955368900,120.84080212925194000,119.47637301674243000
10.32129034955368900,8.95688543263955240,119.47637301674243000,118.11194390423292000
10.32129034955368900,8.95688543263955240,120.84080212925194000,119.47637301674243000
8.95688543263955240,6.22807559881128370,118.11194390423292000,115.38308567921389000
8.95688543263955240,7.59248051572541800,116.74751479172340000,115.38308567921389000
8.95688543263955240,7.59248051572541800,118.11194390423292000,116.74751479172340000
7.59248051572541800,6.22807559881128370,116.74751479172340000,115.38308567921389000
7.59248051572541800,6.22807559881128370,118.11194390423292000,116.74751479172340000
8.95688543263955240,6.22807559881128370,120.84080212925194000,118.11194390423292000
8.95688543263955240,7.59248051572541800,119.47637301674243000,118.11194390423292000
8.95688543263955240,7.59248051572541800,120.84080212925194000,119.47637301674243000
7.59248051572541800,6.22807559881128370,119.47637301674243000,118.11194390423292000
7.59248051572541800,6.22807559881128370,120.84080212925194000,119.47637301674243000
11.68569526646782300,6.22807559881128370,126.29851857928999000,120.84080212925194000
11.68569526646782300,8.95688543263955240,123.56966035427097000,120.84080212925194000
11.68569526646782300,10.32129034955368900,122.20523124176145000,120.84080212925194000
11.68569526646782300,10.32129034955368900,123.56966035427097000,122.20523124176145000
10.32129034955368900,8.95688543263955240,122.20523124176145000,120.84080212925194000
10.32129034955368900,8.95688543263955240,123.56966035427097000,122.20523124176145000
11.68569526646782300,8.95688543263955240,126.29851857928999000,123.56966035427097000
11.68569526646782300,10.32129034955368900,124.93408946678048000,123.56966035427097000
11.68569526646782300,10.32129034955368900,126.29851857928999000,124.93408946678048000
10.32129034955368900,8.95688543263955240,124.93408946678048000,123.56966035427097000
10.32129034955368900,8.95688543263955240,126.29851857928999000,124.93408946678048000
8.95688543263955240,6.22807559881128370,123.56966035427097000,120.84080212925194000
8.95688543263955240,7.59248051572541800,122.20523124176145000,120.84080212925194000
8.95688543263955240,7.59248051572541800,123.56966035427097000,122.20523124176145000
7.59248051572541800,6.22807559881128370,122.20523124176145000,120.84080212925194000
7.59248051572541800,6.22807559881128370,123.56966035427097000,122.20523124176145000
8.95688543263955240,6.22807559881128370,126.29851857928999000,123.56966035427097000
8.95688543263955240,7.59248051572541800,124.93408946678048000,123.56966035427097000
8.95688543263955240,7.59248051572541800,126.29851857928999000,124.93408946678048000
7.59248051572541800,6.22807559881128370,124.93408946678048000,123.56966035427097000
7.59248051572541800,6.22807559881128370,126.29851857928999000,124.93408946678048000
6.22807559881128370,3.88833435457181050,120.84080212925194000,115.38308567921389000
6.22807559881128370,3.88833435457181050,118.11194390423292000,115.38308567921389000
6.22807559881128370,4.86367068189714760,116.74751479172340000,115.38308567921389000
6.22807559881128370,4.86367068189714760,118.11194390423292000,116.74751479172340000
4.86367068189714760,3.88833435457181050,116.74751479172340000,115.38308567921389000
4.86367068189714760,3.88833435457181050,118.11194390423292000,116.74751479172340000
6.22807559881128370,3.88833435457181050,120.84080212925194000,118.11194390423292000
6.22807559881128370,4.86367068189714760,119.47637301674243000,118.11194390423292000
6.22807559881128370,4.86367068189714760,120.84080212925194000,119.47637301674243000
4.86367068189714760,3.88833435457181050,119.47637301674243000,118.11194390423292000
4.86367068189714760,3.88833435457181050,120.84080212925194000,119.47637301674243000
6.22807559881128370,3.88833435457181050,126.29851857928999000,120.84080212925194000
6.22807559881128370,3.88833435457181050,123.56966035427097000,120.84080212925194000
6.22807559881128370,4.86367068189714760,122.20523124176145000,120.84080212925194000
6.22807559881128370,4.86367068189714760,123.56966035427097000,122.20523124176145000
4.86367068189714760,3.88833435457181050,122.20523124176145000,120.84080212925194000
4.86367068189714760,3.88833435457181050,123.56966035427097000,122.20523124176145000
6.22807559881128370,3.88833435457181050,126.29851857928999000,123.56966035427097000
6.22807559881128370,4.86367068189714760,124.93408946678048000,123.56966035427097000
6.22807559881128370,4.86367068189714760,126.29851857928999000,124.93408946678048000
4.86367068189714760,3.88833435457181050,124.93408946678048000,123.56966035427097000
4.86367068189714760,3.88833435457181050,126.29851857928999000,124.93408946678048000
11.68569526646782300,3.88833435457181050,128.61964701092236000,126.29851857928999000
11.68569526646782300,6.22807559881128370,128.61964701092236000,126.29851857928999000
11.68569526646782300,8.95688543263955240,128.61964701092236000,126.29851857928999000
11.68569526646782300,10.32129034955368900,127.66294769179950000,126.29851857928999000
11.68569526646782300,10.32129034955368900,128.61964701092236000,127.66294769179950000
10.32129034955368900,8.95688543263955240,127.66294769179950000,126.29851857928999000
10.32129034955368900,8.95688543263955240,128.61964701092236000,127.66294769179950000
8.95688543263955240,6.22807559881128370,128.61964701092236000,126.29851857928999000
8.95688543263955240,7.59248051572541800,127.66294769179950000,126.29851857928999000
8.95688543263955240,7.59248051572541800,128.61964701092236000,127.66294769179950000
7.59248051572541800,6.22807559881128370,127.66294769179950000,126.29851857928999000
7.59248051572541800,6.22807559881128370,128.61964701092236000,127.66294769179950000
6.22807559881128370,3.88833435457181050,128.61964701092236000,126.29851857928999000
6.22807559881128370,3.88833435457181050,128.61964701092236000,126.29851857928999000
6.22807559881128370,4.86367068189714760,127.66294769179950000,126.29851857928999000
6.22807559881128370,4.86367068189714760,128.61964701092236000,127.66294769179950000
4.86367068189714760,3.88833435457181050,127.66294769179950000,126.29851857928999000
4.86367068189714760,3.88833435457181050,128.61964701092236000,127.66294769179950000
